row,paper_id,title,has_mechanism,mechanism_name,channel,consequence,is_extension_of,confidence,notes
471,e4ab6ad0fd03fc3bc953618ab5fccee677695035,ELHPlan: Efficient Long-Horizon Task Planning for Multi-Agent Collaboration,N,,multi-agent,reasoning-corruption,,,"ELHPlan is a multi-robot planning-efficiency framework (defense), not a mechanism paper."
472,adfb2a3dd1d4913fb68f057a0b92c4aa224adcea,ReAcTree: Hierarchical LLM Agent Trees with Control Flow for Long-Horizon Task Planning,N,,direct-input,reasoning-corruption,,,"ReAcTree is a hierarchical planning framework (defense) addressing generic hallucination/error-propagation from monolithic trajectories, not a new mechanism."
474,e87dc5cbdd7e350c5be5fad22d13c97c0ceafb51,Long-Horizon Planning for Multi-Agent Robots in Partially Observable Environments,N,,multi-agent,reasoning-corruption,,,"LLaMAR is a multi-agent embodied planning framework (defense), not a mechanism paper."
476,d1f9032d66b0245b3469a4a416a8249b8fa40d8b,Orchestrator: Active Inference for Multi-Agent Systems in Long-Horizon Tasks,N,,multi-agent,reasoning-corruption,,,"Orchestrator is a multi-agent coordination framework (defense) addressing generic partial observability/coordination, not a new mechanism."
478,6d2dbf831301cac045221fffc16315fac7d7646e,"AppCopilot: Toward General, Accurate, Long-Horizon, and Efficient Mobile Agent",N,,tool-output,reasoning-corruption,,,"AppCopilot is a position/technical-report paper for mobile GUI agents, not a mechanism paper."
479,e716aedaa2ee0b2024c9ed751392aff573531d36,SAG-Agent: Enabling Long-Horizon Reasoning in Strategy Games via Dynamic Knowledge Graphs,N,,RAG,reasoning-corruption,,,"SAG-Agent is an experience-driven learning framework for GUI game agents (defense), not a mechanism paper."
480,dec51cfaee7ff30df5a19862fff84f5277c266c5,Mobile-Agent-RAG: Driving Smart Multi-Agent Coordination with Contextual Knowledge Empowerment for Long-Horizon Mobile Automation,N,,RAG,reasoning-corruption,,,"Mobile-Agent-RAG is a hierarchical RAG defense framework addressing generic strategic-hallucination and execution-error failure modes, not a new mechanism."
482,647c7ba851ec85bb01a5c8ab7718606f9ec871c7,ACON: Optimizing Context Compression for Long-horizon LLM Agents,N,,direct-input,reasoning-corruption,,,"ACON is a context-compression defense framework addressing generic context-induced reasoning distraction, not a new mechanism."
483,4a0c2e84b11b4ef997ca047b42b6ca3a778ff292,WebExplorer: Explore and Evolve for Training Long-Horizon Web Agents,N,,tool-output,reasoning-corruption,,,"WebExplorer is a training-data-synthesis paper, not a mechanism paper."
484,d61dea1dcdf159f226b90287f8899bb9c98d2ef4,AgentFold: Long-Horizon Web Agents with Proactive Context Management,N,,direct-input,reasoning-corruption,,,"AgentFold is a context-management defense paradigm addressing generic context saturation vs. summarization information loss trade-off, not a new mechanism."
488,5f0f0c762c094bb6e1deba3222331ee51b98d1fc,Memory as Action: Autonomous Context Curation for Long-Horizon Agentic Tasks,N,,memory,reasoning-corruption,,,"MemAct (Memory-as-Action) is an RL-trained working-memory-management defense framework, not a mechanism paper."
489,2f395b96c8f7bc517a425cff1bcdaef36f5d6739,OdysseyBench: Evaluating LLM Agents on Long-Horizon Complex Office Application Workflows,N,,tool-output,reasoning-corruption,,,"OdysseyBench is a benchmark for long-horizon office workflows; measures generic information loss/coordination breakdown across apps, not a new mechanism."
492,205a6068eabc4620c4368a3c4c6dfa7418172129,CarePilot: A Multi-Agent Framework for Long-Horizon Computer Task Automation in Healthcare,N,,multi-agent,reasoning-corruption,,,"CarePilot/CareFlow is a healthcare GUI-automation benchmark+framework paper, not a mechanism paper."
493,5d930fcf06f911ff99ca509135faf8144ee8e86d,WebAnchor: Anchoring Agent Planning to Stabilize Long-Horizon Web Reasoning,Y,plan anchor,tool-output,reasoning-corruption,,high,"Explicitly identified and named phenomenon: the first reasoning step in a long-horizon web-reasoning rollout disproportionately determines downstream trajectory success, uniformly-distributed RL credit assignment fails to account for it."
494,1912a3a2f666dd320875e6b8407454f346f1b004,VSearcher: Long-Horizon Multimodal Search Agent via Reinforcement Learning,N,,cross-modal,reasoning-corruption,,,"VSearcher is a post-training framework for multimodal search agents, not a mechanism paper."
495,b8edfd4dfd274ba42c77d56d655e785ccac7eb74,VideoSeek: Long-Horizon Video Agent with Tool-Guided Seeking,N,,cross-modal,reasoning-corruption,,,"VideoSeek is a long-horizon video agent efficiency framework (defense), not a mechanism paper."
496,5df5f1166129e67e4eb3b102539766c365c91bb7,SAM: State-Adaptive Memory for Long-Horizon Reasoning Agent,Y,UNNAMED: temporally-distant information inaccessibility in long-horizon agentic reasoning,memory,reasoning-corruption,lost in the middle,low,"SAM paper frames the core challenge as information needed for a decision being scattered across distant steps and only becoming relevant later, distinct from simple length/position accuracy degradation; framing is close to existing lost-in-the-middle/context-rot concepts and paper's main contribution is the fix (external memory framework), so flagged low confidence."
497,453fe21f545a9b7f885aea2ee9165e4ada4e144f,Agent Memory: Characterization and System Implications of Stateful Long-Horizon Workloads,N,,memory,reasoning-corruption,,,"Agent Memory (systems characterization) is an infrastructure/cost-characterization study of agent memory workloads, not a degradation-mechanism paper."
498,db71c13ab10e6444a1920882361fb1478e459839,ColorBrowserAgent: Complex Long-Horizon Browser Agent with Adaptive Knowledge Evolution,N,,tool-output,reasoning-corruption,,,"ColorBrowserAgent is a knowledge-evolving web-automation defense framework addressing generic site heterogeneity and decision drift, not a new mechanism."
499,1b81384dff55bae55127770a53ea0f19220f2526,Agent-BRACE: Decoupling Beliefs from Actions in Long-Horizon Tasks via Verbalized State Uncertainty,N,,direct-input,reasoning-corruption,,,"Agent-BRACE is a belief-state representation framework (defense) for POMDP agents, not a mechanism paper."
500,d9e214309a03bdea6b2ad5e858eb54b8db18141c,HiMAP-Travel: Hierarchical Multi-Agent Planning for Long-Horizon Constrained Travel,Y,Constraint Drift (under long tool traces),multi-agent,reasoning-corruption,,medium,"Paper explicitly names 'Constraint Drift under Long Tool Traces': the tendency of monolithic sequential agents to lose track of global hard constraints (budgets, diversity) as accumulated tool outputs/reasoning dilute attention over an extended planning horizon."
501,ca7830d57999480fd403a94d63eea380dac4d851,HIPIF: Hierarchical Planning and Information Folding for Long-Horizon LLM Agent Learning,N,,direct-input,reasoning-corruption,,,"HIPIF addresses 'long-context interference' (a fairly generic descriptive label, not clearly a novel coined mechanism) via RL training; contribution is the fix."
502,5814e11d1745afb7cbec86027b01792b9addd58c,ROMA: Recursive Open Meta-Agent Framework for Long-Horizon Multi-Agent Systems,N,,multi-agent,reasoning-corruption,,,"ROMA is a recursive multi-agent orchestration framework (defense) addressing generic context-window limits and opaque execution traces, not a new mechanism."
504,82db2a28068c2f588e6b37549e0d88c76e7b266f,Planner Matters! An Efficient and Unbalanced Multi-agent Collaboration Framework for Long-horizon Planning,N,,multi-agent,reasoning-corruption,,,"Planner-actor-memory-manager multi-agent framework (defense) for long-horizon planning, not a mechanism paper."
505,a14e146c8ee39a21546e71fd1bf4193b3e178748,Prometheus: Towards Long-Horizon Codebase Navigation for Repository-Level Problem Solving,N,,tool-output,reasoning-corruption,,,"Prometheus is a memory-centric coding-agent framework (defense) addressing the existing needle-in-a-haystack framing in codebases, not a new mechanism."
506,420c63cc0480a1990a348b741612cbde516b3f30,AgentProg: Empowering Long-Horizon GUI Agents with Program-guided Context Management,N,,direct-input,reasoning-corruption,,,"AgentProg is a program-guided context-management framework (defense) for mobile GUI agents, not a mechanism paper."
509,8d7f27aefecab5cf000fc076fb80d56fd5d80398,Optimus-1: Hybrid Multimodal Memory Empowered Agents Excel in Long-Horizon Tasks,N,,memory,reasoning-corruption,,,"Optimus-1 is a hybrid multimodal memory framework (defense) for Minecraft agents, not a mechanism paper."
510,1ec303fc4af7bf55f8913cc695cc374a51a460aa,ColorBench: Benchmarking Mobile Agents with Graph-Structured Framework for Complex Long-Horizon Tasks,N,,tool-output,reasoning-corruption,,,"ColorBench is a mobile-agent evaluation benchmark, not a mechanism paper."
512,35d992fd33278b601ecf1bb977bcc9ab965d490f,ID-RAG: Identity Retrieval-Augmented Generation for Long-Horizon Persona Coherence in Generative Agents,Y,identity drift (persona coherence decay in generative agents),RAG,reasoning-corruption,context drift,medium,"Names and characterizes a specific failure mode: as long-term memory context grows, generative agents lose persona coherence, causing behavioral contradiction and hallucination propagation in multi-agent settings; identity recall degrades measurably over time in baselines."
514,6c5f3dd82ee674d929a8eb4b256ca2045e02ae60,MEM1: Learning to Synergize Memory and Reasoning for Efficient Long-Horizon Agents,N,,memory,reasoning-corruption,,,"MEM1 is an RL-trained memory-consolidation defense framework addressing generic unbounded context growth, not a new mechanism."
515,a916a577bf89c4151f128e21b9fc30310b412125,FoldAct: Efficient and Stable Context Folding for Long-Horizon Search Agents,N,,direct-input,reasoning-corruption,,,"FoldAct identifies a specific RL-training-stability problem in context folding (summary actions treated as standard actions, violating stationarity assumptions), but this is a training-methodology finding about RL optimization, not a context-pollution/degradation-of-reasoning mechanism per se."
518,00f053f6a2769351f5102c445b2ee02e9c73226a,Training High-Level Schedulers with Execution-Feedback Reinforcement Learning for Long-Horizon GUI Automation,N,,tool-output,reasoning-corruption,,,"Training high-level schedulers paper is a GUI-agent architecture framework (defense) addressing generic responsibility coupling and state-awareness gaps, not a new mechanism."
521,e09a2e4fa4fe89e6553b844ed841643769c1118c,Can We Rely on LLM Agents to Draft Long-Horizon Plans? Let's Take TravelPlanner as an Example,N,,direct-input,reasoning-corruption,,,TravelPlanner failure-analysis paper empirically confirms LLMs fail to attend to crucial parts of long noisy context (scrubbing quadruples pass rate); this substantiates existing distraction/lost-in-the-middle framing in the planning domain rather than naming something new.
522,c39c4cadbf0f6bbf509848c9a8de7bf0c7d6785b,Laser: Governing Long-Horizon Agentic Search via Structured Protocol and Context Register,N,,direct-input,reasoning-corruption,,,"Laser is a symbolic-protocol defense framework for agentic search; uses the existing generic term 'context pollution' as motivation without newly characterizing it, contribution is the fix."
523,055f039761d570658146e34dbe512d8671493887,ReSum: Unlocking Long-Horizon Search Intelligence via Context Summarization,N,,direct-input,reasoning-corruption,,,"ReSum is a training-free context-summarization defense paradigm addressing generic context-window exhaustion, not a new mechanism."
525,4d0a48445c810c630fb8a6c582979b45768ffbc1,LoHoVLA: A Unified Vision-Language-Action Model for Long-Horizon Embodied Tasks,N,,cross-modal,reasoning-corruption,,,"LoHoVLA is a unified VLA model (defense/architecture) for embodied tasks, not a mechanism paper."
526,03966865097d130afafce247b9fa4cfbac042e60,SWE-EVO: Benchmarking Coding Agents in Long-Horizon Software Evolution Scenarios,N,,tool-output,reasoning-corruption,,,"SWE-EVO is a benchmark for long-horizon software evolution, not a mechanism paper."
528,1aa0ad840f5b5480cd3a804f0cec50cb7a549e04,Mem2Ego: Empowering Vision-Language Models with Global-to-Ego Memory for Long-Horizon Embodied Navigation,N,,memory,reasoning-corruption,,,"Mem2Ego is a navigation memory-fusion framework (defense) addressing generic geometric-information loss in language-only memory, not a new mechanism."
530,ae783820a1487b964411cd0086324b89a3d64e0d,Skill Reinforcement Learning and Planning for Open-World Long-Horizon Tasks,N,,skill,reasoning-corruption,,,"Plan4MC is a hierarchical skill-RL framework for Minecraft, not a mechanism paper."
531,4202c16e1e53dfd411d6ab9695343a925ec038ae,VideoCAD: A Dataset and Model for Learning Long-Horizon 3D CAD UI Interactions from Video,N,,cross-modal,reasoning-corruption,,,"VideoCAD is a dataset/model paper for CAD UI interactions, not a mechanism paper."
534,25bb43f9e14b7d157a84736ee63352c6227766e0,SearchSwarm: Towards Delegation Intelligence in Agentic LLMs for Long-Horizon Deep Research,N,,multi-agent,reasoning-corruption,,,"SearchSwarm is a delegation-intelligence framework (defense) addressing generic context-budget exhaustion, not a new mechanism."
535,f259b2f9d94edd5254891a7efc05503c6528e0f3,Controlling Long-Horizon Behavior in Language Model Agents with Explicit State Dynamics,Y,UNNAMED: abrupt persona/tone instability from lack of affective state inertia,direct-input,reasoning-corruption,identity drift,low,"Investigates 'instantaneous affective reversal' -- abrupt shifts in agent tone/persona during extended interaction attributed to lack of temporal/dynamical structure on affective state, not insufficient memory; related to but distinct from identity drift (row 512)."
536,f9272681e0e35b2a8d82ae1c862a43d6d825274c,Governance Decay: How Context Compaction Silently Erases Safety Constraints in Long-Horizon LLM Agents,Y,Governance Decay,direct-input,silent-corruption,,high,"Explicitly named and formally characterized failure mode: context compaction (summarization/eviction to manage token budget) silently removes in-context safety/governance constraints, causing later prohibited actions even without any adversary manipulating input; note the paper's own threat-model section frames it in adversarial/exploitable-surface terms, so this may be more appropriately a Track A entry -- flagging for cross-check, but the root mechanism (compaction dropping instructions) is itself incidental/non-adversarial."
537,ad439c4e967aa0bdee70b5f95ec09a3d2149e5e4,CoMIC: Collaborative Memory and Insights Circulation for Long-Horizon LLM Agents in Cloud-Edge Systems,N,,memory,reasoning-corruption,,,"CoMIC is a cloud-edge collaborative-memory defense framework, not a mechanism paper."
538,9fadf4b306ecf6195cd23e59e140afbc95f9334b,AMA-Bench: Evaluating Long-Horizon Memory for Agentic Applications,N,,memory,reasoning-corruption,,,"AMA-Bench is a benchmark for agent memory over interaction trajectories, not a mechanism paper."
539,93657d550dd636b5bc284d9803b20646aafc37bf,VLABench: A Large-Scale Benchmark for Language-Conditioned Robotics Manipulation with Long-Horizon Reasoning Tasks,N,,cross-modal,reasoning-corruption,,,"VLABench is a robotic-manipulation capability benchmark, not a mechanism paper."
540,381bb56e8033eaa85d1c391eb818b6ed38ed7a86,AMemGym: Interactive Memory Benchmarking for Assistants in Long-Horizon Conversations,N,,memory,reasoning-corruption,,,"AMemGym is a benchmark/interactive-environment paper for conversational memory evaluation methodology (on-policy vs off-policy), not a mechanism paper."
541,91522113ac6b81e4b6acdab8a8e612557d53449c,OSWorld 2.0: Benchmarking Computer Use Agents on Long-Horizon Real-World Tasks,N,,tool-output,reasoning-corruption,,,"OSWorld 2.0 is a computer-use-agent capability benchmark, not a mechanism paper."
545,d1ed5cf8419f2e0d78a3511ae37596427e4efcbc,Memex(RL): Scaling Long-Horizon LLM Agents via Indexed Experience Memory,N,,memory,reasoning-corruption,,,"Memex(RL) is an indexed-experience-memory architecture (defense) addressing generic finite-context-window bottleneck, not a new mechanism."
547,f40d01af18a719f5aaedc0b4067396a2de24a382,Odysseys: Benchmarking Web Agents on Realistic Long Horizon Tasks,N,,tool-output,reasoning-corruption,,,"Odysseys is a web-agent capability benchmark, not a mechanism paper."
548,25387a97c53a332161e540ef3f94e6bd519163c3,Coupling Macro Dynamics and Micro States for Long-Horizon Social Simulation,N,,multi-agent,reasoning-corruption,,,MF-MDP is a social-simulation framework (defense) proving a 'self-strengthening of state-ignored dynamics' proposition as motivation for its fix; the proposition is interesting but secondary to the paper's architectural contribution.
550,6fbed6c6a5fa6dbdbb06cede77e50318a8499bad,Co-Evolving LLM Decision and Skill Bank Agents for Long-Horizon Tasks,N,,skill,reasoning-corruption,,,"COS-PLAY is a skill-discovery RL framework for game agents, not a mechanism paper."
551,960fb2ff6bc20697a0ca16d65e9e95c5b57a118b,Toward Ultra-Long-Horizon Agentic Science: Cognitive Accumulation for Machine Learning Engineering,N,,direct-input,reasoning-corruption,,,"ML-Master 2.0 is a hierarchical-caching context-management framework (defense) addressing generic 'context saturation', not a new mechanism."
553,6185f73684109d7f87f92d7f4db44c310b7ddf77,MemWeaver: Weaving Hybrid Memories for Traceable Long-Horizon Agentic Reasoning,N,,memory,reasoning-corruption,,,"MemWeaver is a tri-layer memory-consolidation framework (defense) addressing generic temporal conflicts/brittle reasoning, not a new mechanism."
555,31e1a7b22ce24c7d1aa5880295c7c2c46abd1ac7,LPS-Bench: Benchmarking Safety Awareness of Computer-Use Agents in Long-Horizon Planning under Benign and Adversarial Scenarios,N,,tool-output,goal-hijack,,,"LPS-Bench is a dual benign/adversarial safety-awareness benchmark for computer-use agents; primarily a benchmark, and the adversarial half places it closer to Track A."
557,7d88571dd0f1a5375ed6a1b397540acc60c4c664,Beyond Compaction: Structured Context Eviction for Long-Horizon Agents,N,,direct-input,reasoning-corruption,,,"Context Window Lifecycle (CWL) is a structured-eviction defense scheme; explicitly named four failure modes of compaction (unpredictable lossiness, destroyed causal structure, blocking cost, compression-induced hallucination) as motivation, but contribution is the fix, not new mechanism characterization."
558,7ea4430ffe6177a3722373bdc697227a883f3181,Beyond Entangled Planning: Task-Decoupled Planning for Long-Horizon Agents,N,,direct-input,reasoning-corruption,,,"Task-Decoupled Planning (TDP) is a planning-framework defense addressing generic 'entangled contexts', not a new mechanism."
559,79a564c6018e95373c81c1c809e8af83f703053d,MemGym: a Long-Horizon Memory Environment for LLM Agents,N,,memory,reasoning-corruption,,,"MemGym is a benchmark/methodology paper identifying 'illusory memory pressure' as a benchmark-design artifact critique, not a new agent-degradation mechanism."
560,e9ed5d21588538ff41ad5fbbcf05b7edeea335ce,Towards Long-horizon Embodied Agents with Tool-Aligned Vision-Language-Action Models,N,,cross-modal,reasoning-corruption,,,"VLAs-as-Tools is a robot-manipulation architecture framework (defense), not a mechanism paper."
561,2b570db92dc6c6202e7de5b9834ba87bf701400a,Memory-R2: Fair Credit Assignment for Long-Horizon Memory-Augmented LLM Agents,N,,memory,reasoning-corruption,,,"Memory-R2 is an RL-training credit-assignment methodology paper for memory-augmented agents, not a mechanism paper."
562,39aa2fee90ab6a05748b14aae98d7e5ccde570da,MAGE: Safeguarding LLM Agents against Long-Horizon Threats via Shadow Memory,N,,memory,goal-hijack,,,"MAGE (Memory As Guardrail Enforcement) is a defense against adversarial long-horizon attacks (tool-chaining, indirect prompt injection); Track A, not incidental."
564,5903e7085369d8364ddb739bbf4c10e9b80590c3,M2: Dual-Memory Augmentation for Long-Horizon Web Agents via Trajectory Summarization and Insight Retrieval,N,,memory,reasoning-corruption,,,"M2 is a dual-memory-augmentation defense framework for web agents addressing existing 'lost-in-the-middle' framing, not a new mechanism."
565,3e9dcfc0391a1d39a1365e8ed86fe2a1c9074e09,SWE-TRACE: Optimizing Long-Horizon SWE Agents Through Rubric Process Reward Models and Heuristic Test-Time Scaling,N,,tool-output,reasoning-corruption,,,"SWE-TRACE is a training/inference-optimization framework for SWE agents, not a mechanism paper."
566,9f4a9187b4d4238814ecd25ab3b7597b58d35309,FS-Researcher: Test-Time Scaling for Long-Horizon Research Tasks with File-System-Based Agents,N,,direct-input,reasoning-corruption,,,"FS-Researcher is a file-system-based dual-agent defense framework for deep research, not a mechanism paper."
567,8d7b4735580cb50efdb1f741504e03af5739fd8f,UI-Copilot: Advancing Long-Horizon GUI Automation via Tool-Integrated Policy Optimization,N,,tool-output,reasoning-corruption,,,"UI-Copilot is a collaborative GUI-automation defense framework naming three failure modes (memory degradation, progress confusion, math hallucination) descriptively but not coining a new characterized mechanism; contribution is the fix."
568,e04cfb96e373bb30fdb3fa104843a9892b743f6a,An Intent-Driven Task Graph Framework for Safe Long-Horizon Execution in Embodied Agents,N,,direct-input,reasoning-corruption,,,"Fields are empty (Intent-Driven Task Graph Framework); appears to be a safety/reliability architecture (defense) paper, not a mechanism paper."
569,275287a4171cae860fd6c8b2b6b727f7799c5444,RoadmapBench: Evaluating Long-Horizon Agentic Software Development Across Version Upgrades,N,,tool-output,reasoning-corruption,,,"RoadmapBench is a benchmark for long-horizon agentic software development, not a mechanism paper."
570,1c704a568f6593fae71bbd56160de6bda2f16be3,Meta-Cognitive Memory Policy Optimization for Long-Horizon LLM Agents,N,,memory,reasoning-corruption,,,Meta-Cognitive Memory Policy Optimization is an RL-training methodology paper for memory summarization credit assignment; mentions 'belief deviation' descriptively but contribution is the fix.
573,4faf0b5fdbfe974ae6e2c156371f422a1b6eda67,Slipstream: Trajectory-Grounded Compaction Validation for Long-Horizon Agents,N,,direct-input,reasoning-corruption,,,"Slipstream is a trajectory-grounded compaction-validation system (defense) addressing 'context rot' via a structural validation gap in synchronous compaction; contribution is the fix (async compaction), not new mechanism characterization."
575,b6f2abdf6b7896e12671af37ab280b17c5ab5c36,Goal-Autopilot: A Verifiable Anti-Fabrication Firewall for Unattended Long-Horizon Agents,Y,UNNAMED: unverified success fabrication in unattended long-horizon agents (agent honesty gap),direct-input,silent-corruption,hallucination,low,"Paper treats confident but unverified success-claiming as a distinct, measurable failure mode in unattended long-horizon autonomy (measures fabrication rates of baselines: 25% StateFlow, 8% Reflexion, vs 0.95% for their fix); framing is somewhat novel (honesty as distinct from capability) though closely related to hallucination."
577,8ff9c033934b39ec676e42bc84baa654e2453cc6,Environment Maps: Structured Environmental Representations for Long-Horizon Agents,N,,direct-input,reasoning-corruption,,,"Environment Maps is a persistent structured-representation defense for web automation addressing generic cascading errors, not a new mechanism."
578,023292350ef95533d99264dab96ffbd271b24b45,LUMINA: Long-horizon Understanding for Multi-turn Interactive Agents,N,,direct-input,reasoning-corruption,,,"LUMINA is an oracle-counterfactual diagnostic study isolating causal contribution of planning/state-tracking/history-pruning skills to long-horizon failure; diagnostic capability paper, does not itself name a new mechanism (isolates existing sub-skills)."
581,3b04534002e0d95801c53ea45b690a9a18ef4cf3,StructAgent: Harness Long-horizon Digital Agents with Unified Causal Structure,N,,direct-input,reasoning-corruption,,,"StructAgent is a state-centered computer-use agent framework (defense) addressing generic buried/ambiguous raw-history problems, not a new mechanism."
582,85d512098c3d3fe610bbc6347f8dfc0a3bead45d,SAFARI: Scaling Long Horizon Agentic Fault Attribution via Active Investigation,N,,direct-input,reasoning-corruption,,,"SAFARI is a fault-attribution diagnostic tool for multi-agent systems addressing existing 'attention dilution' framing, not a new mechanism."
583,7ab57e87ce8bda74496954d657feb60bdaac2ab2,Can LLM Agents Sustain Long-Horizon Organizational Dynamics?,N,,multi-agent,reasoning-corruption,,,"TaskWeave is a hierarchical multi-agent simulation framework (defense) for organizational dynamics, not a mechanism paper."
584,341883c91dabb788b32dae7d1bd6c6146d266b95,Failure-Gated Hierarchical Memory: Preventing Memory Pollution in Long-Horizon LLM Agents via Critic-Guided Write Control,Y,memory pollution (agent long-term memory),memory,silent-corruption,,high,"Explicitly and centrally defines 'memory pollution': erroneous, outdated, or over-generalized knowledge entries written into an agent's persistent memory that silently degrade downstream RAG-based task performance, compounding via cascading errors over hundreds of episodes."
585,02b267ecd02e4884ad4206c067c8b9768e01aa51,ToolVerse: Unlocking Massive Environments and Long-Horizon Tasks for Agentic Reinforcement Learning,N,,tool-output,reasoning-corruption,,,"ToolVerse is an RL training-infrastructure/scaling paper for tool-integrated reasoning, not a mechanism paper."
586,cd0de1b2c55cc95b004f004eab704da1f860ed3f,Beyond Semantic Organization: Memory as Execution State Management for Long-Horizon Agents,N,,memory,reasoning-corruption,,,"MAGE (Memory as Agent-Guided Exploration) names 'state fragmentation' as motivation (semantic-similarity retrieval mismatching execution-state dependencies) but this is used only to motivate the paper's own defense architecture, not centrally/empirically characterized as its own contribution."
589,230ab088432e2fcc7e34b6148fd08fef30cb2077,PACEvolve: Enabling Long-Horizon Progress-Aware Consistent Evolution,Y,Context Pollution (evolutionary search history bias),direct-input,reasoning-corruption,,medium,"Identifies and names 'Context Pollution' as one of three distinct failure modes in LLM-driven evolutionary search, where sparse successful discoveries in accumulated experiment history bias future candidate generation; domain-specific instantiation of context pollution distinct from generic RAG/agent-memory pollution."
590,14bf6407eeb2d1bbd6c8e443bc1e58138ca75e7b,Memanto: Typed Semantic Memory with Information-Theoretic Retrieval for Long-Horizon Agents,N,,memory,reasoning-corruption,,,"Memanto coins 'Memory Tax' for cumulative compute/latency/complexity overhead of hybrid memory architectures; this is an engineering-cost concept, not a reasoning-degradation mechanism, so out of scope."
592,efd0c320f1c24b5beb87a531a4ad1a82f66ec00d,Signal-Driven Observation for Long-Horizon Web Agents,Y,observation over-ingestion,tool-output,reasoning-corruption,context rot,medium,"Position paper explicitly names and argues for a distinct, under-recognized failure mode: coupling observation frequency to action frequency causes progressive context degradation in web agents, separate from raw context-length exhaustion; no quantitative experiments (illustrative case study only)."
595,4b7265127314b9d3d213e19044f66b33bbcb4a84,PRInTS: Reward Modeling for Long-Horizon Information Seeking,N,,tool-output,reasoning-corruption,,,"PRInTS is a process-reward-model paper for information-seeking agents, not a mechanism paper."
596,607d050bb4b11be7d9f6a1dfe0625e4939df1f86,ToolScope: An Agentic Framework for Vision-Guided and Long-Horizon Tool Use,N,,cross-modal,reasoning-corruption,,,"ToolScope is a multimodal tool-use framework (defense) addressing generic 'visual context degradation', not a new mechanism."
597,3fe727fa69216722b8409097be2b36842c4ff9e8,Empowering LLMs with Parameterized Skills for Adversarial Long-Horizon Planning,N,,skill,reasoning-corruption,,,"PLAP is a planner-executor framework for a real-time-strategy game (not security-adversarial despite paper's use of the word 'adversarial' for game opponents), not a mechanism paper."
599,38eadd2a5eaa850911a5e05c16e47434b356d3b7,Beyond Reactive Safety: Risk-Aware LLM Alignment via Long-Horizon Simulation,N,,direct-input,reasoning-corruption,,,"Beyond Reactive Safety is a proactive-alignment framework (defense) addressing existing reactive-alignment blindness to indirect harms, not a new incidental context-pollution mechanism."
604,ff996cf4b98fa59d39966bbfbc756f2f22ba9c1d,Agent S2: A Compositional Generalist-Specialist Framework for Computer Use Agents,N,,tool-output,reasoning-corruption,,,"Agent S2 is a compositional GUI-agent architecture (defense), not a mechanism paper."
609,659cd790e6634fa2f28ff64fa2e49fa15fab3845,ContextBudget: Budget-Aware Context Management for Long-Horizon Search Agents,N,,direct-input,reasoning-corruption,,,"ContextBudget (BACM) is a budget-aware context-management RL framework (defense), not a mechanism paper."
610,929e9b30474e7fe4e4bb16504f04f1756d0a959e,Plans Don't Persist: Why Context Management Is Load Bearing for LLM Agents,Y,UNNAMED: plan non-persistence under context eviction (context-time memory volatility),direct-input,silent-corruption,,medium,"Interpretability study: shows agent plans function as transient 'context-time memory' rather than persistent internal representations -- hidden-state plan-presence signal decays 4.1x within one action-observation cycle after the plan is written and evicted, a mechanistic finding about why context eviction silently breaks plan-following."
611,adfccd1c12f402e56e137fa63c34f2b8126895de,TokenPilot: Cache-Efficient Context Management for LLM Agents,N,,direct-input,reasoning-corruption,,,"TokenPilot is a cache-efficient context-management framework (defense), not a mechanism paper."
612,1e0f16bbdf17ac5955474fe7ff764a006ae87f38,Git Context Controller: Manage the Context of LLM-based Agents like Git,N,,direct-input,reasoning-corruption,,,"Git Context Controller is a version-control-inspired context-management framework (defense) addressing the well-known context-degradation problem generically, not a new mechanism."
613,fddca50008a46c925b288bae079e43ead0bbeb6e,Agentic Memory: Learning Unified Long-Term and Short-Term Memory Management for Large Language Model Agents,N,,memory,reasoning-corruption,,,"Agentic Memory (AgeMem) is a unified RL memory-management framework (defense), not a mechanism paper."
614,arxiv:2607.25066,Addressable Recall Compaction for Long Context-Window Control in AI Agents,N,,direct-input,reasoning-corruption,,,"ARC (Addressable Recall Compaction) is a context-management defense framework, not a mechanism paper."
615,arxiv:2607.20064,PRO-LONG: Programmatic Memory Enables Long-Horizon Reasoning,N,,memory,reasoning-corruption,,,"PRO-LONG is a minimal context-management framework (defense) for continual-learning agents, not a mechanism paper."
616,arxiv:2607.00692,Self-GC: Self-Governing Context for Long-Horizon LLM Agents,N,,direct-input,reasoning-corruption,,,"Self-GC is a self-governing context-lifecycle defense framework, not a mechanism paper."
617,arxiv:2606.30005,LLM Agents Are Latent Context Managers: Eliciting Self-Managed Context via State Proprioception,Y,context proprioceptive blindness,direct-input,reasoning-corruption,,medium,"Explicitly diagnosed insight: frontier LLMs are 'proprioceptively blind' to their own context -- cannot infer block size, age, or remaining budget from the prompt text alone, causing incorrect keep-or-archive context-management decisions; framed as the paper's core motivating diagnosis, not just the fix."
