row,paper_id,title,has_technique,technique_name,channel,consequence,is_extension_of,confidence,notes
105,42555b0ed5e8a6e3556a5938c791e28ccd89dd57,MIRAGE: Stealthy Visual Prompt Injection for Vulnerability Detection in Web Agents,Y,MIRAGE (Masked Injection via Residual And Generative Exploitation),cross-modal,goal-hijack,,high,"Stealthy visual indirect-prompt-injection attack against screenshot-based MLLM web agents; attacker confined to a spatially bounded legitimate visual region (e.g. ad slot), cannot touch DOM/UI/prompt, must avoid visible artifacts -- a novel restrictive threat model and technique."
106,c678482d8da6d9f65e629434caf99b6beafff8d7,Document-Authored Control-Signal Impersonation: A Low-Cost Indirect Prompt Attack on RAG Safety Boundaries,Y,DACSI (Document-Authored Control-Signal Impersonation),RAG,goal-hijack,,high,"Defines a new IPI payload subclass distinguished from command-style injection: payloads contain no imperative language, instead impersonating metadata/provenance/authority/disclosure-policy signals embedded in retrievable documents to manipulate RAG safety boundaries."
107,30d0bcade8661fe2093bf9629d467d6f8233369e,Adaptive Evaluation of Out-of-Band Defenses Against Prompt Injection in LLM Agents,N,,tool-output,goal-hijack,,low,"Evaluates 'out-of-band' action-level reference-monitor defenses (CaMeL, FIDES, Progent, RTBAS, FORGE) adaptively; an evaluation-methodology contribution similar to row 50 (Adaptive Attacks Break Defenses), not a single named new attack technique."
108,850cf7b5ab3e5cb879cfbb3421b7e220044777f5,Visual and Structural Prompt Injection in Medical Rag Systems: a Comparative Robustness Analysis,N,,cross-modal,goal-hijack,,low,"Empty tech summary; title 'Comparative Robustness Analysis' of visual/structural PI in medical RAG suggests an empirical evaluation study rather than a new attack technique, but data is sparse."
109,440cdee84fc943b8919bcc0fb2308b0729b949ff,Securing Autonomous AI Agents: A Context-Aware Interception Framework for Detecting and Mitigating Prompt Injection Attacks,N,,tool-output,goal-hijack,,high,"Context-aware interception framework for detecting/mitigating prompt injection; a defense, not an attack (title makes this clear despite empty tech summary)."
110,5350cc42ab4830eb9d386e55f4cc44cc5361d71c,Beyond Pattern Matching: Seven Cross-Domain Techniques for Prompt Injection Detection,N,,tool-output,goal-hijack,,high,"Ports seven cross-domain detection mechanisms into a prompt-injection detector tool (prompt-shield); a defense, not an attack."
111,6b67aac844f36de8fd38aa9b1f658db4b34da83e,Taxonomy of Prompt Injection Attacks and Analysis of Defense Mechanisms in Large Language Model-Based Chatbots,N,,direct-input,goal-hijack,,high,Taxonomy/survey of prompt injection attacks and defense mechanisms in chatbots; no new attack.
112,d54a0c6f9163bbb01306417b426be49fc30db65b,Beyond Injection Detection: A Positive-Security Prompt Firewall that Closes the Scope and PHI Gap SOTA Classifiers Miss in Healthcare,N,,tool-output,goal-hijack,,high,"Positive-security prompt firewall for healthcare, closing scope/PHI gaps in SOTA classifiers; a defense, not an attack."
113,b02c2db7580b600815a486dce0766df5e2987a7c,Your Agent is More Brittle Than You Think: Uncovering Indirect Injection Vulnerabilities in Agentic LLMs,N,,multi-agent,goal-hijack,,high,"Systematic evaluation of six existing defense strategies against four known IPI attack vectors in banking scenarios; an empirical evaluation study, no new attack technique."
114,08e6079c73649ba405826d9ea5da1c18645fcdb6,Secure Prompt Engineering Patterns for Cloud LLM Agents,N,,tool-output,goal-hijack,,high,"Secure prompt engineering patterns for cloud LLM agents; a defense/best-practices paper, not an attack (clear from title despite empty tech summary)."
115,f29954ddd1789d73a01677ee6f4f0eb1c9e91b91,PI-Hunter: Automated Red-Teaming for Exposing and Localizing Prompt Injections,Y,PI-Hunter,tool-output,goal-hijack,,high,"Automated agentic security-auditing/red-teaming framework that reframes IPI red-teaming from attack-success optimization toward proactive vulnerability exposure -- systematically mapping an agent's full security perimeter to flush out hidden/dormant injections, distinct methodology from prior automated red-teamers (SafeSearch, GOAT, AutoRedTeamer, SIRAJ)."
116,47a767024e85666d6b379e1f8c204d6a965c2f67,VIGIL: Defending LLM Agents Against Tool Stream Injection via Verify-Before-Commit,N,,tool-output,goal-hijack,,high,"VIGIL is a verify-before-commit defense against tool stream injection, not a new attack."
117,4ee49d7be0b3e20ca27fe05ef99170d1b37664db,Invisible Threats from Model Context Protocol: Generating Stealthy Injection Payload via Tree-based Adaptive Search,Y,TIP (Tree-structured Injection for Payloads) / stealthy update attack,tool-metadata,goal-hijack,,high,Black-box adversarial attack framework generating stealthy injection payloads against MCP servers via tree-based adaptive search; formalizes a novel 'stealthy update attack' vulnerability where a malicious/compromised MCP server injects adversarial payloads into response fields post-approval.
118,8271b26fbebe6ec2929840b97583b3813228d27e,Agent Data Injection Attacks are Realistic Threats to AI Agents,Y,Agent Data Injection (ADI),tool-output,goal-hijack,,high,"New IPI attack category mechanistically distinct from and orthogonal to 'instruction injection': causes untrusted data to be misinterpreted as trusted data (rather than as an instruction to follow), exploiting agents' failure to isolate trust levels of data sources."
119,75aac5648bbe852990ade21c52179c7c129b5f7f,VATS: Exploiting Implicit Authority in Error-Path Injection via Systematic Mutation,Y,VATS (Error-Path Injection via Implicit Authority),tool-metadata,goal-hijack,,high,Isolates and exploits the MCP tool-calling error-handling loop as a distinct attack surface from general tool-output IPI; hypothesizes/demonstrates that error messages carry 'implicit authority' activating corrective reasoning that bypasses normal skepticism heuristics.
120,d38e9870513e8933b0eb5abe51708470105d57a5,Progent: Securing AI Agents with Privilege Control,N,,tool-output,goal-hijack,,high,"Progent is a privilege-control (least-privilege policy) defense for AI agent tool calls, not a new attack."
122,39361a6a3d86f8831de8537965ec4f9f65ea31f2,RedTeamCUA: Realistic Adversarial Testing of Computer-Use Agents in Hybrid Web-OS Environments,N,,tool-output,goal-hijack,,low,"RedTeamCUA is an adversarial testing framework/sandbox + RTC-Bench benchmark for computer-use agents combining web and OS attack surfaces; primarily reusable red-teaming infrastructure (like AgentDojo) rather than a single novel attack technique, though its hybrid web+OS injection methodology is a meaningful evaluation contribution."
123,01faaf29f224194719d37bcb522264fdcc07bc24,AgenTRIM: Tool Risk Mitigation for Agentic AI,N,,tool-output,goal-hijack,,high,"AgenTRIM is a tool-risk-mitigation defense framework reframing IPI/tool misuse as 'unbalanced tool-driven agency,' not a new attack."
124,c3eacc54e6be4b8c3629f5847a4598fcf18151ea,AgentSys: Secure and Dynamic LLM Agents Through Explicit Hierarchical Memory Management,N,,memory,goal-hijack,,high,"AgentSys is a defense via explicit hierarchical memory management addressing context-accumulation root cause of IPI persistence, not a new attack."
125,cb388f8a04321f4f20d14efb40704581f4563bcd,Ghost in the Agent: Redefining Information Flow Tracking for LLM Agents,N,,tool-output,goal-hijack,,high,"NeuroTaint (Ghost in the Agent) is an offline provenance/taint-tracking auditing framework for detecting information-flow violations, a forensics/detection tool not a new attack."
126,f7919b582eac5b86c88c697aad354f70f554002d,"OpenClaw PRISM: A Zero-Fork, Defense-in-Depth Runtime Security Layer for Tool-Augmented LLM Agents",N,,tool-output,goal-hijack,,high,"OpenClaw PRISM is a zero-fork runtime security layer (defense-in-depth), not a new attack; explicitly states it does not propose a new detection model."
127,19f4bb442c551929118eeddaf92f594602f9e3ec,Invitation Is All You Need! Promptware Attacks Against LLM-Powered Assistants in Production Are Practical and Dangerous,Y,Targeted Promptware Attacks,tool-output,goal-hijack,,high,"Empirical, responsibly-disclosed red-team study against real production Gemini-powered assistants (Web/Mobile/Google Assistant); introduces Targeted Promptware Attacks, a variant of indirect prompt injection, showing attacks are practical without adversarial-ML expertise or white-box access."
129,cf41950de467bd8843e1961c6f0abf673ec0c938,MCP-38: A Comprehensive Threat Taxonomy for Model Context Protocol Systems (v1.0),N,,tool-metadata,goal-hijack,,high,"MCP-38 is a protocol-specific threat taxonomy for MCP derived via systematic decomposition methodology; a taxonomy/SoK contribution, no new attack technique."
130,7ff1a721846c7b157214001fd598df4a33fbbfe3,MobileSafetyBench: Evaluating Safety of Autonomous Agents in Mobile Device Control,N,,tool-output,goal-hijack,,high,"MobileSafetyBench is a benchmark platform for mobile-agent safety/helpfulness evaluation, not a new attack technique."
131,7df45234de79e1c93651813fa7d2acfc3c2e6f00,Architecting Resilient LLM Agents: A Guide to Secure Plan-then-Execute Implementations,N,,tool-output,goal-hijack,,high,"Practitioner architectural guide systematizing the Plan-then-Execute design pattern; not an empirical paper, no new attack."
132,540ba347afa82e8437754c15b58eb1d365aa11f0,Caging the Agents: A Zero Trust Security Architecture for Autonomous AI in Healthcare,N,,tool-output,goal-hijack,,high,"Case study of a deployed zero-trust security architecture for healthcare AI agent fleet; a defense architecture, no new attack."
133,6bad6cb411a86c0be216ee051ba51b07f3b0bafa,OMNI-LEAK: Orchestrator Multi-Agent Network Induced Data Leakage,Y,OMNI-LEAK (Orchestrator Multi-Agent Network Induced Data Leakage),multi-agent,data-exfiltration,,high,"Novel attack vector showing a single IPI can compromise multiple agents within the orchestrator multi-agent pattern to coordinate data exfiltration, even when individual agents are protected by data access controls; payload embedded in attacker-writable public data."
134,6424243734d098460777049e1f11705d1b5d85c8,Breaking ReAct Agents: Foot-in-the-Door Attack Will Get You In,Y,Foot-in-the-Door (FITD) attack,tool-output,goal-hijack,Indirect Prompt Injection (InjecAgent-style),high,"Novel enhancement to IPI against ReAct agents inspired by psychological compliance ('foot-in-the-door') phenomenon: prepends a small harmless distractor request before the malicious payload to increase compliance, built on InjecAgent's IPI attack corpus."
135,66c8e83ed0fc215dc8be0e44715a692ef27f005b,"Taxonomy, Evaluation and Exploitation of IPI-Centric LLM Agent Defense Frameworks",Y,Semantic-Masquerading IPI; Cascading IPI; Isolation-Breach IPI,tool-output,goal-hijack,,high,"SoK paper on IPI-centric defenses that ALSO designs and demonstrates three novel logic-driven (non-gradient) adaptive attacks, each targeting a specific defense-failure root cause identified in the paper's taxonomy: Semantic-Masquerading IPI (adapts payloads to functionally-similar tools evading access control), Cascading IPI (head/body/end if-then-else payload structure targeting auxiliary judge-LLM defenses like Task Shield/MELON), and Isolation-Breach IPI (exploits error-message/feedback channels to inject into architecturally 'trusted' planner components, bypassing IsolateGPT)."
136,1f6fc5f8ad666da740a2b370ac54bbcd73f473d6,Exploiting Web Search Tools of AI Agents for Data Exfiltration,N,,tool-output,data-exfiltration,,low,"Systematic empirical red-teaming evaluation of web-search-tool IPI for data exfiltration; attack corpus of 89 templates largely derived from established/documented jailbreak techniques (SaTML competition dataset) with known obfuscation variants (ANSI escapes, binary encoding, emoji substitution, multilingual translation) -- an evaluation/benchmarking contribution applying existing techniques rather than a new attack algorithm."
137,4d4bcd13ba6241c38abe4f49db5045d6311526b1,Federated Retrieval-Augmented Generation for Cybersecurity in Resource-Constrained IoT and Edge Environments: A Deployment-Oriented Scoping Review,N,,RAG,silent-corruption,,high,"Deployment-oriented scoping review of federated RAG for IoT/edge cybersecurity; a survey, no new attack technique."
138,0f6b86356acc0b2a172096bda2193a6026986628,Runtime Policy Enforcement for MCP-Based LLM Agents,N,,tool-metadata,goal-hijack,,high,Runtime policy enforcement for MCP-based agents; a defense (title makes this clear despite empty tech summary).
139,150116ef37b7560697c1c475465bdb3c9bd9b072,Beyond Input Guardrails: Reconstructing Cross-Agent Semantic Flows for Execution-Aware Attack Detection,N,,multi-agent,goal-hijack,,high,"MAScope is an execution-aware, trajectory-based detection defense for multi-agent systems, not a new attack."
140,d06152bdf0a008155e0f95e54a05aae11fd1f89d,The Gate Is Only as Honest as Its Contracts: ContractGuard for the Contract Layer of Risk-Aware Causal Gating,N,,tool-output,goal-hijack,,high,"Analyzes a trust gap in a prior defense (Risk-Aware Causal Gating) and proposes ContractGuard, a verifier defense composing signed provenance/attestation/runtime effect verification; the paper's own contribution is the defense, not a new attack technique (the underlying attack class against RACG's trust assumption is analytical/motivating, not authored as a named technique)."
141,a110c0272fe8da942df2fe74205dd32157218587,Portable Agent Memory: A Protocol for Cryptographically-Verified Memory Transfer Across Heterogeneous AI Agents,N,,memory,persistence-backdoor,,high,"Portable Agent Memory is a cryptographically-verified memory-transfer protocol (infrastructure/standard with integrity guarantees), not an attack."
142,c0db3464d66135d7b7399346d6a90cf1467911b2,Aligning Provenance with Authorization: A Dual-Graph Defense for LLM Agents,N,,tool-output,goal-hijack,,high,"AuthGraph is a dual-graph provenance/authorization alignment defense against IPI, not a new attack."
143,946e4e64ef25d3e3558c5dc54219fdad9d310d69,"Blind Gods and Broken Screens: Architecting a Secure, Intent-Centric Mobile Agent Operating System",N,,tool-output,goal-hijack,,high,"Security audit of mobile agents (Doubao case study) motivating Aura, a clean-slate secure agent OS; the audit catalogs known vulnerability classes (impersonation, visual spoofing, IPI, privilege escalation) rather than introducing a new attack technique, and the paper's primary contribution is the Aura defense architecture."
144,66e778a70b120bbffced9a13e2a7fcdb243ddc7d,The Granularity Mismatch in Agent Security: Argument-Level Provenance Solves Enforcement and Isolates the LLM Reasoning Bottleneck,N,,tool-output,goal-hijack,,high,"PACT is a provenance-aware, argument-level runtime monitor defense against IPI, not a new attack."
145,3481b760e4327407c2511b1e29259a2fe1e0bbab,CIBER: A Comprehensive Benchmark for Security Evaluation of Code Interpreter Agents,N,,tool-output,goal-hijack,,high,"CIBER is a benchmark for security evaluation of code interpreter agents, not a new attack technique."
146,f8c0d1102dad313ced71f63c79868a2389f8f68f,Bypassing AI Control Protocols via Agent-as-a-Proxy Attacks,Y,Agent-as-a-Proxy attack,tool-output,goal-hijack,,high,"Demonstrates that SOTA hybrid monitoring-based defenses (jointly scrutinizing agent CoT reasoning + tool-call actions, e.g. AlignmentCheck, LlamaFirewall) can be systematically bypassed, challenging the assumption that reasoning+action visibility gives stronger defense than input-only observation."
147,50f0b646d3b863bcbd4d3211e4a8ebf329d3f694,Cognitive Control Architecture (CCA): A Lifecycle Supervision Framework for Robustly Aligned AI Agents,N,,tool-output,goal-hijack,,high,"Cognitive Control Architecture (CCA) is a dual-layer lifecycle supervision defense framework against IPI, not a new attack."
148,f8d41e7fb18fe740bf7404af9a05dbf2d0992a27,CachePrune: Teaching LLMs What Not to Follow via KV-Cache Editing,N,,tool-output,goal-hijack,,high,"CachePrune is a KV-cache-editing defense against IPI, not a new attack."
149,0a020d999ee1dff44bf25c782f62f4e53f02347a,Kajian Konseptual AI Agent On-Chain Berbasis LLM untuk Manajemen Aset DeFi,N,,tool-output,resource-abuse,,high,"Indonesian-language conceptual study of on-chain LLM AI agents for DeFi asset management identifying conceptual gaps (including IPI/jailbreak risk to financial assets); a conceptual/framework paper, not a new attack technique."
150,156e8e6a9f11d3a3c9136dfc53211b9fb0d51699,Systemic Vulnerabilities in Autonomous LLM Agents: A Comprehensive Threat Analysis and Authorization Framework,N,,tool-output,goal-hijack,,high,"Formal threat-model and authorization-framework paper covering cross-agent spoofing, IPI, task hijacking, unsafe tool invocation; a threat-taxonomy/framework contribution, no new attack technique."
151,9ed873be33d372154f71b6197e135fada8dd5e90,Caught in the Act(ivation): Toward Pre-Output and Multi-Turn Detection of Credential Exfiltration by LLM Agents,N,,tool-output,data-exfiltration,,high,"Agentic Immune System (AIS) is a preliminary defense prototype combining activation-based and multi-turn detection against credential exfiltration, not a new attack."
152,b24fa85ac644bac1ae250e9af9737a58f17fd08f,RouteGuard: Internal-Signal Detection of Skill Poisoning in LLM Agents,N,,skill,goal-hijack,,high,"RouteGuard is an internal-signal detection defense against skill poisoning, not a new attack (studies skill poisoning as a problem but contributes detection, not a novel poisoning technique)."
153,6fe129422f47768c243bb0f17735cfbbcf786edf,"Trusted Credentials, Untrusted Behavior: Benchmarking LLM-Agent Security in High-Performance Computing",N,,tool-output,goal-hijack,,low,"Position/vision paper defining the 'hijacked authorized agent' problem for LLM agents in HPC settings (agent acts under user's own credentials, so injected instructions in logs/tool descriptions/shared files can redirect it); names a threat category rather than a concrete attack algorithm -- flagged low confidence as a candidate named-threat contribution."
154,c65794f324d084f9f166cd9343633495c9d8a93c,LLM Scalability Risk for Agentic-AI and Model Supply Chain Security,N,,supply-chain,goal-hijack,,high,"Broad literature survey (80 papers) plus LLM Scalability Risk Index (LSRI) conceptual risk-scoring framework; a survey/framework paper, not a new attack."
155,cc586b2ca0dd46a67cbb6f4e8417c4002bb9403d,Confused ChatGPT: Cross-App Context Poisoning via First-Party APIs,Y,Cross-App Context Poisoning (Confused ChatGPT),tool-output,goal-hijack,,high,First systematic security analysis of OpenAI's ChatGPT Apps platform ('app-in-app' ecosystem sharing a flat untagged chat context across all connected apps); reverse-engineers client-side JS to identify channels by which one app's content can poison context shared with other apps/the user.
156,d38977e3fc7f6578d4df019b908b6e36951dfe9b,PIIGuard: Mitigating PII Harvesting under Adversarial Sanitization,N,,tool-output,data-exfiltration,,high,"PIIGuard inverts IPI mechanics into a protective/defensive technique (page owner embeds hidden fragments to steer models away from leaking PII); this is a defense, not an attack."
157,a00030f261b800f4156c88d01e0173f872962b99,OPENCLAW-SRT: Resource-Aware Autonomous Agent Architecture for Smart City Edge Computing,N,,tool-output,resource-abuse,,low,"Empty tech summary; title 'OPENCLAW-SRT: Resource-Aware Autonomous Agent Architecture for Smart City Edge Computing' suggests a systems/architecture paper, not obviously attack-focused, but data is sparse."
158,9046b05d3d7246b7ec7fd5fc5225a2ebbc9ab1d5,AgentShield: Deception-based Compromise Detection for Tool-using LLM Agents,N,,tool-output,goal-hijack,,high,"AgentShield is a deception/honeypot-based compromise-detection defense, not a new attack."
159,6678fff0a53a41ee884dc2eaed3cdfa1e0c522b2,AgentRedBench: Dynamic Redteaming and Integration-Aware Defense for LLM Agents over SaaS Integrations,N,,tool-output,goal-hijack,,high,"AgentRedBench is a dynamic LLM-driven redteaming benchmark (215 scenarios across enterprise SaaS integrations) plus an integration-aware defense; a benchmark/defense pair, no single new attack technique introduced (attack types formalized are evaluation categories, not a novel algorithm)."
160,a5074bc01f873646e663eef4e37d99844d9a6047,AutoDojo: Adaptive Black-Box Attacks Reveal the Limits of IPI Defenses and Task-Specification Effects in LLM Agents,Y,AutoDojo (adaptive black-box IPI attack generation),tool-output,goal-hijack,AgentDojo (static benchmark attacks),high,"Argues published IPI defenses' strong reported protection is partly an artifact of testing only against fixed hand-written injection strings from static benchmarks (AgentDojo); introduces AutoDojo, an adaptive black-box attack-generation approach to reveal true defense limits and task-specification effects."
161,2609615b172dcbab3fd10fc0a3a0f2d0c318d484,DE-FIVE: Detecting Malicious Image Prompts via Fourier Features and Image Vector Embeddings,N,,cross-modal,goal-hijack,,high,"DE-FIVE is a defense detecting malicious image prompts via Fourier features/embeddings, not a new attack."
162,05743038dd4dcf0fde093e413ed045d0a4692fc2,"SafeClawBench: Separating Semantic, Audit-Evidence, and Sandbox Harm in Tool-Using LLM Agents",N,,tool-output,goal-hijack,,low,"SafeClawBench is a staged benchmark separating semantic/audit-evidence/sandbox harm across six attack families (DPI, IPI, TRI, MPI, MEX, ADI); a benchmark/measurement framework rather than a single new attack technique, though the multi-family taxonomy could be reviewed in dedup step."
163,d65ba82f774f67790912d003539354155e7ff91c,Secure by Design: Quantifying Architectural Resilience and the Agents Rule of two,N,,tool-output,goal-hijack,,low,"Empty tech summary; title 'Secure by Design: Quantifying Architectural Resilience and the Agents Rule of Two' suggests a defense/architecture-analysis paper, not obviously attack-focused, but data is sparse."
164,b6df37b96a984387de22ad1ecbf0a66a20ada084,A Low-Latency Fraud Detection Layer for Detecting Adversarial Interaction Patterns in LLM-Powered Agents,N,,tool-output,resource-abuse,,high,"Reframes agent security as trajectory-level adversarial-interaction detection (fraud detection layer); a defense, not a new attack."
165,45c41693ece0aebf5d9210aa3a983046ee325c65,ProjGuard: Safety Monitoring for Computer-Use Agents via Low-Dimensional Projections,N,,tool-output,goal-hijack,,high,"ProjGuard is a safety-monitoring defense for computer-use agents via low-dimensional projections, not a new attack (title clear despite empty tech summary)."
166,cce1b13eebe88e5051d329a95616c9df646fb08c,Unified Security Orchestration Framework for Protecting AI/ML Systems Against Input-Based and Model Supply Chain Attacks,N,,supply-chain,goal-hijack,,high,"Unified Security Orchestration Framework for protecting AI/ML systems against input-based and supply-chain attacks; a defense framework, not a new attack (title clear despite empty tech summary)."
167,dd42a440316cbae44b0ff68fe79914b07799a8ec,Securing the Boundary: Trust Context Separation in Privileged AI Agent Systems,N,,tool-output,goal-hijack,,high,"Trust Context Separation defense architecture for privileged AI agent systems; a defense, not a new attack (title clear despite empty tech summary)."
168,560fc5db493c20f788c7d0a80e0e3a5c1ca1b200,PromptArmor: Simple yet Effective Prompt Injection Defenses,N,,tool-output,goal-hijack,,high,"PromptArmor is a guardrail-LLM-based detection/sanitization defense against prompt injection, not a new attack."
169,eb6cbd2b06a980d8fabc1d7615575498385b35c8,Prompt Injection Attack to Tool Selection in LLM Agents,Y,ToolHijacker,tool-metadata,goal-hijack,,high,"First prompt injection attack specifically targeting the tool-selection process of LLM agents in a realistic no-box setting (attacker only publishes a malicious tool document to an open third-party tool platform, no access to task descriptions/retriever/LLM/tool library)."
170,a90068513bf2eae66c81ff80b5060ce115097176,DataSentinel: A Game-Theoretic Detection of Prompt Injection Attacks,N,,tool-output,goal-hijack,,high,"DataSentinel is the first game-theoretic prompt-injection detection method, a defense not a new attack."
171,fc3d1be58cc8fe00f15923493a0b59db2c50004c,Meta SecAlign: A Secure Foundation LLM Against Prompt Injection Attacks,N,,tool-output,goal-hijack,,high,"Meta SecAlign / SecAlign++ is a model-level defensive fine-tuning recipe against prompt injection, not a new attack."
172,a376a054511881325218073b42461048b456b819,RTBAS: Defending LLM Agents Against Prompt Injection and Privacy Leakage,N,,tool-output,data-exfiltration,,high,"RTBAS adapts information-flow control/taint tracking to defend agents against PI and privacy leakage, not a new attack."
173,edd63168ea32a84ef63b3f34495cb8b65222ee32,WebInject: Prompt Injection Attack to Web Agents,Y,WebInject,cross-modal,goal-hijack,,high,Prompt injection attack targeting screenshot-perceiving MLLM web agents; perturbs the webpage's underlying raw pixel values via source-code modification (rather than visible HTML or direct screenshot perturbation) so the rendered screenshot carries the adversarial payload.
174,6da58f1bf1a4873c15f0862dd58ecdde4fe6a029,Manipulating Multimodal Agents via Cross-Modal Prompt Injection,Y,CrossInject,cross-modal,goal-hijack,,high,"Cross-modal prompt injection attack framework for black-box multimodal agents, coordinating Visual Latent Alignment (text-to-image synthesis semantically aligned in latent space) with complementary components to exploit cross-modal fusion, unlike prior single-modality attacks."
175,c0956166abdc1c330f56a4b5fdb09d05d659a453,RL Is a Hammer and LLMs Are Nails: A Simple Reinforcement Learning Recipe for Strong Prompt Injection,Y,RL-Hammer,tool-output,goal-hijack,,high,"Reinforcement-learning recipe (GRPO fine-tuning of an attacker LLM from scratch, no warm-up/curated dataset) training a black-box automated red-teaming attacker that generates strong universal prompt injection/jailbreak attacks defeating SOTA defenses (Instruction Hierarchy, SecAlign)."
176,4851dbb8c416d8c15d4f6a71a12ffd346d9685f4,Prompt Injection 2.0: Hybrid AI Threats,Y,UNNAMED: Prompt Injection 2.0 (hybrid PI + classic web-exploit combination attacks),direct-input,goal-hijack,,low,Industry whitepaper tracing evolution of PI to hybrid threats combining prompt injection with XSS/CSRF/SQL injection to evade both AI-specific and conventional web defenses; names a new threat category ('Prompt Injection 2.0') but is framed as an industry analysis/taxonomy rather than a single peer-reviewed algorithmic technique -- flagged low confidence.
177,5012daa3095e9b6bf6d70d0ec8ffdb381e982687,Lessons from Defending Gemini Against Indirect Prompt Injections,N,,tool-output,goal-hijack,,low,"Google DeepMind technical report on defending Gemini against IPI; primary contribution is the defense program, but it does build an automated red-team evaluation framework combining four adaptive attack methods (Actor-Critic trigger refinement, Beam Search as black-box GCG analog, TAP adapted to function-call targeting, Linear Generation corpus scaling) -- similar to row 50/107's pattern of adaptive-attack methodology bundled into defense evaluation rather than one named technique. Flagged low confidence since these four sub-methods could be individually notable in dedup review."
178,7222e1b74675ebfd85d5f261ef8ab5010111e737,Defending Against Prompt Injection with DataFilter,N,,tool-output,goal-hijack,,high,"DataFilter is a test-time, model-agnostic sanitization defense against PI, not a new attack."
179,46a4e8c7d5fb84288c067c9ee769273a591226f2,AgentArmor: Enforcing Program Analysis on Agent Runtime Trace to Defend Against Prompt Injection,N,,tool-output,goal-hijack,,high,"AgentArmor applies program-analysis techniques to agent runtime traces as a defense against PI, not a new attack."
180,611967b1b2ddbee4b308451d4ae958f0ac78eb93,Simple Prompt Injection Attacks Can Leak Personal Data Observed by LLM Agents During Task Execution,Y,UNNAMED: data flow-based injection attack for observed-data exfiltration ('Important message' template),tool-output,data-exfiltration,AgentDojo benchmark injection tasks,low,Extends AgentDojo's banking suite to study exfiltration of personal data an agent merely observes during normal task execution (not just data pulled from attacker-controlled external tools); crafts an 'Important message' template attack impersonating the user. Borderline -- a meaningful new threat variant built on AgentDojo's existing tasks/injection style rather than a fully new algorithm.
181,88043f04702a99d5acc496c6e799b6ae330295c3,ObliInjection: Order-Oblivious Prompt Injection Attack to LLM Agents with Multi-source Data,Y,ObliInjection,tool-output,goal-hijack,,high,"First prompt injection attack designed for multi-source input assembly settings, where the attacker controls only a subset of sources and does not know the final concatenation order ('order-oblivious')."
182,7c7ba94eb5d96b665397db77f765910e5acde5c6,Fun-tuning: Characterizing the Vulnerability of Proprietary LLMs to Optimization-Based Prompt Injection Attacks via the Fine-Tuning Interface,Y,Fun-tuning,tool-output,goal-hijack,,high,"New graybox attack vector against closed-weight commercial LLMs that misuses the vendor's legitimate remote fine-tuning API (e.g. Gemini Fine-Tuning API) as a loss-value oracle to compute optimization-based indirect prompt injection attacks, despite no logprob/gradient access via the normal inference endpoint."
183,712e08695ec807163afbbfd9f442ab027ccc29ac,Robustness via Referencing: Defending against Prompt Injection Attacks by Referencing the Executed Instruction,N,,tool-output,goal-hijack,,high,"Defense that inverts the suppression strategy, leveraging the model's own instruction-following/referencing tendency to detect injection, not a new attack."
184,f74726bf146835dc48ba4d8ab2dcfd0ed762af8e,Bypassing LLM Guardrails: An Empirical Analysis of Evasion Attacks against Prompt Injection and Jailbreak Detection Systems,N,,tool-output,goal-hijack,,high,"Empirically evaluates six guardrail systems against two evasion classes both borrowed from existing techniques: character injection (Unicode obfuscation methods analogous to classic SQLi/command-injection evasion) and eight established NLP adversarial-attack algorithms (TextFooler, PWWS, BERT-Attack, TextBugger via TextAttack library); applies existing techniques to a new target rather than proposing a new algorithm."
185,020ad9b3a8022ac6464cc06b2e80c2a267001e77,To Protect the LLM Agent Against the Prompt Injection Attack with Polymorphic Prompt,N,,direct-input,goal-hijack,,high,"Polymorphic Prompt Assembling (PPA) is a training-free prevention defense against PI targeting prompt-structure predictability, not a new attack."
186,a75e8fbb6fa08ac1283619fd32f85057f561a003,"""Your AI, My Shell"": Demystifying Prompt Injection Attacks on Agentic AI Coding Editors",Y,AIShellJack (coding-rule/config-file prompt injection against agentic IDE editors),tool-output,goal-hijack,,high,"First systematic empirical study of PI against agentic AI coding editors (Cursor, GitHub Copilot); exploits that developers import untrusted coding-rule/config files, forked repos, and MCP server configs into IDE workspaces without security vetting, turning the editor into an attacker's shell; builds AIShellJack automated evaluation framework with a payload-construction pipeline."
187,0ab9c6fcfb5ed7e2e57bd2732180489e29f05b17,Enhancing Security in Large Language Models: A Comprehensive Review of Prompt Injection Attacks and Defenses,N,,direct-input,goal-hijack,,high,"Comprehensive review of PI attacks and defenses; survey, no new attack technique."
188,f851714285c7a6bfb963da98d67f04df0eafbac9,A Multi-Agent LLM Defense Pipeline Against Prompt Injection Attacks,N,,multi-agent,goal-hijack,,high,"Multi-agent LLM defense pipeline against PI, a defense not a new attack."
189,db4cf9f6a653d5c15973e836c800ea47743251ae,Prompt Injection attack against LLM-integrated Applications,Y,HOUYI,direct-input,goal-hijack,,high,"First systematic black-box methodology for PI against real-world commercial LLM-integrated applications; three-phase attack toolkit (context inference via auxiliary LLM observing input-output behavior, three-part payload generation with novel Separator Component, and iterative refinement), explicitly analogized to classical SQL injection/XSS, more powerful than prior ad hoc 'ignore previous context' heuristics."
