row,paper_id,title,has_technique,technique_name,channel,consequence,is_extension_of,confidence,notes
677,4531b3223fe379c3dc3addb8a466866dee7bd24a,"Data Leakage Prevention in Agentic Applications via Preemptive Hardening",N,,tool-output,data-exfiltration,,high,"Pre-deployment scanning/hardening defense pipeline, no new attack"
679,3fdd6bd75acec6e9e54a439a0f8c878c3656397f,"PromptSentinel-X: A Leakage-Aware and Context-Aware Framework for Prompt-Injection Detection in Large Language Model-Powered Web Agents",N,,tool-output,data-exfiltration,,high,"Detection/screening defense framework, no new attack"
680,c14b66c10e7d4416e4e98b31baf020270cddb294,"Context Contamination in LLM Analysis of Network Security Logs: Poison with Passive Prompt Injection and Mitigation Evaluation",Y,LogInject / Passive Prompt Injection,tool-output,goal-hijack,,high,"Novel injection modality where payloads planted in log-generating fields persist dormant in storage until later retrieved into an LLM SOC-analysis context, distinct dormant/passive delivery mechanism vs standard active injection"
681,3120e577687f1ea6217cc0b546739aaa0295acbe,"Beware of Agentic Botnets: Scalable Untargeted Promptware Attacks via Universal and Transferable Adversarial HalluSquatting",Y,Adversarial HalluSquatting,tool-output,goal-hijack,,high,"Novel technique scaling untargeted promptware attacks by exploiting predictable/transferable LLM hallucinations to resolve ambiguous requests into attacker-controlled resource identifiers, requiring no direct injection channel"
682,eb94638423842764221b08cb7a9343d439c2257e,"Context-to-Execution Integrity for LLM Agents",N,,tool-output,goal-hijack,,high,"CXI is an execution-boundary defense system, no new attack"
683,5ab80084ac08ac0d52cb6b718e61c6f0c47fb913,"aiAuthZ: Off-Host, Identity-Bound Authorization for AI Agents",N,,tool-metadata,goal-hijack,,high,"Off-host authorization gateway defense, no new attack (evaluation uses existing attack scenarios from a published incident corpus)"
684,26768533d0eef5c2f7dadf915f70a45d397a4040,"Agent Security Meets Regulatory Reality -- A Practitioner Systematization of Autonomous-Agent Threats and Controls in Regulated Financial Systems",N,,tool-output,goal-hijack,,high,"Practitioner systematization/taxonomy paper mapping known threats to controls, no new attack"
685,90f3913b21c8dbf0aff4f87cff82456d4743713d,"On the Inseparability of Instructions and Data in Shared-Embedding Sequence Models",N,,direct-input,goal-hijack,,high,"Theoretical impossibility-proof paper about why prompt injection defenses fail structurally, not a new attack technique"
686,84c0d6d46fae30b174bc82c099ed732b02802936,"Verifying Intent and Harm: A Unified Defense Against LLM-Generated Threats",N,,tool-output,goal-hijack,,high,"Prompt-response verification defense framework, no new attack"
687,00e9cf066a0410970ed3d6ae6d34635f39b6afe1,"GIF: Locally Sound Geometric Information Flow Control for LLMs",N,,tool-output,goal-hijack,,high,"Quantitative information-flow-control defense semantics, no new attack"
688,3a18c13c43cea82a48860682dae5c5a6822d6b34,"LLM-PEA: Leveraging Large Language Models Against Phishing Email Attacks",N,,tool-output,goal-hijack,,high,"Evaluation framework probing existing attack dimensions (adversarial rephrasing, prompt injection, cross-lingual translation) against phishing-detection LLMs, no new attack method"
689,558fd786f6d0a2f55c60bbc3a3dd2c823be97f59,"Local LLM Agents as Vulnerable Runtimes:A Source-Code Audit of the Agent Runtime Layer",N,,tool-output,goal-hijack,,high,"CLAWAUDIT is a static-analysis auditing/detection framework, no new attack"
690,ba326d9ed781485e28aa6285d915026a582b2a20,"Safe to Check, Unsafe to Use: Relinking at the Compression Boundary of LLM Agents",Y,Relinking,tool-output,goal-hijack,,high,"Novel compression-boundary vulnerability where an LLM-driven compressor acts as confused deputy, synthesizing distributed locally-benign fragments into a complete malicious instruction; explicitly distinct from classical prompt injection"
691,79abfb22d05311b5c628b1c9fa551a946d1b3f30,"AgenticOS: An Intent-Oriented Secure Operating System Architecture for Autonomous AI Agents",N,,tool-output,goal-hijack,,high,"Conceptual OS-level security architecture (defense), no new attack"
692,a60572700b8f268d67cb0e375adee07551c30a29,"PARSE: Provenance-Aware Retrieval Sanitization for Professional Domain LLM Agents",N,,RAG,goal-hijack,,high,"Defense (retrieval sanitization) plus a real-document benchmark, no new attack technique"
693,396517eb4ba3cb0eb6afe8aa02cde9b121699c02,"From Shield to Target: Denial-of-Service Attacks on LLM-Based Agent Guardrails",Y,Reasoning-Extension Denial-of-Service (DoS),tool-output,resource-abuse,,high,"Novel attack surface against LLM-based guardrails using beam-search-optimized injected content to trap the guardrail's own reasoning in extended loops, achieving 13-63x token amplification vs 1.1-1.2x for prior LLM-DoS methods"
694,23fbdf41b1981e07d60b1fc9e8b65cbf2237012e,"Who Pays the Price? Stakeholder-Centric Prompt Injection Benchmarking for Real-world Web Agents",N,,tool-output,goal-hijack,,high,"StakeBench is a stakeholder-centric evaluation benchmark reorganizing existing indirect/direct prompt injection results, no new attack technique"
695,1f517e201e63cb9a4cd87c289ed41f0cd367d42c,"Brain-Prompt Injection: A Route-Safety Audit for BCI-LLM Agents",Y,Brain-Prompt Injection,direct-input,goal-hijack,,high,"Novel attack surface where decoded neural (BCI/EEG) activity becomes an authorization channel for tool-use agents; signal-side perturbations, context-only injections, and adaptive dual-decoder attacks can change routed actions undetected"
696,148ed0cd52183e01416bf8667917aa6045ef007c,"The Injection Paradox: Brand-Level Suppression in Safety-Trained LLM Recommendations via RAG Context Injection",N,,RAG,goal-hijack,,high,"Documents a defensive/anti-attacker failure mode (safety training backfires and suppresses the injected brand), not a new attack technique"
697,cb002afee0f72bd9c25d00c192660df2290ae6ad,"SecureClaw: Clawing Back Control of LLM Agents",N,,tool-output,goal-hijack,,high,"Dual-boundary defense architecture, no new attack"
698,263a7f25698640876b6cab4deafc11989cb7461b,"PRISM: Recovering Instruction Sets from Language Model Activations",N,,tool-output,goal-hijack,,high,"Defensive/interpretability tool for recovering steering instructions from activations, no new attack"
699,0df85692d5ea487cb0871c79795a37db4684a8d9,"What If Prompt Injection Never Left? Exploring Cross-Session Stored Prompt Injection in Agentic Systems",Y,Cross-Session Stored Prompt Injection (XSPI),memory,persistence-backdoor,,high,"New threat vector reframing prompt injection from interaction-bounded to persistent-state, formally characterized with 41.9% avg end-to-end ASR across scenarios/models"
700,5f93d3fde259744057ac675e8d59d973b715dcff,"The Surface You Test Is Not the Surface That Breaks",N,,tool-output,goal-hijack,,high,"Methodological/evaluation contribution showing the same payload behaves differently via tool-description vs tool-output channel; reveals an evaluation blind spot rather than proposing a new attack algorithm"
701,345f5f86cda5a7e23a1cf4d90b5e284eb1f29680,"MIRAGE: Context-Aware Prompt Injection against Mobile GUI Agents via User-Generated Content",Y,MIRAGE,cross-modal,goal-hijack,,high,"Novel automated pipeline turning benign mobile screenshots into visual prompt-injection samples via attacker-controlled user-generated content regions, no app/OS modification required"
703,7761142d2760d74f0870cabe24176356e32198e0,"AgentSecBench: Measuring Prompt Injection, Privacy Leakage, and Tool-Use Integrity in LLM Agents",N,,tool-output,data-exfiltration,,high,"Formal security framework plus benchmark, no new attack technique"
704,290ae8cbcc7da908972505e4823b540250b04902,"Device Context Protocol: A Compact, Safety-First Architecture for LLM-Driven Control of Constrained Devices",N,,tool-metadata,goal-hijack,,high,"Safety-first protocol/architecture defense for MCU device control, no new attack"
705,974ca97f815234d7bff52e212d2f9abf225af2e4,"Poisoning the Watchtower: Prompt Injection Attacks Against LLM-Augmented Security Operations Through Adversarial Log Content",Y,Log-Substrate Prompt Injection,tool-output,goal-hijack,,high,"Novel injection setting where attacker-controlled log fields (user agents, URLs, DNS queries) double as an instruction channel to SOC analyst LLMs; explicitly argued structurally distinct from document/web-based IPI"
706,0388c22f0b2a9650d202ab8ccb445fb8af730f1e,"Detecting Prompt Injection Attacks in Generative AI Systems: A Hybrid SIEM and One-Class SVM Framework",N,,tool-output,goal-hijack,,high,"Hybrid SIEM/SVM detection defense framework, no new attack"
708,885424bbfda807e19d566c2e281a7aad31fb75d0,"Prompt Overflow: What the Guardrail Inspects Is Not What the Model Infers",Y,Prompt Overflow Attack,tool-output,goal-hijack,,high,"Novel structural attack exploiting the context-length mismatch between guardrail models and downstream LLMs, achieving 100% bypass via interleaved natural-language fillers defeating truncation/segmentation inspection"
709,900d5304c3371bcedef4d7280da3bf326032202d,"Site Isolation is Dead: How Site Isolation is Broken in Agentic Browsers and Extensions",Y,"UNNAMED: IPC-channel cross-origin injection/exfiltration attacks against agentic browsers",tool-output,goal-hijack,,high,"Paper explicitly presents 'two novel end-to-end attacks' exploiting inter-process communication channels in agentic browsers/extensions for prompt injection and data exfiltration across site-isolation boundaries; first systematic study of this class"
710,bd1a5abc01ecfeb7a4723c4cf46b0b37c27273fb,"ESLD (External Surrogate Latent Defense): A Latent-Space Architecture for Faster, Stronger Prompt-Injection Defense",N,,tool-output,goal-hijack,,high,"Latent-space guard-model speedup/accuracy defense, no new attack"
711,83499754304da8eede7d57b4d17a8104520a391d,"ASPI: Seeking Ambiguity Clarification Amplifies Prompt Injection Vulnerability in LLM Agents",Y,ASPI (Ambiguous-State Prompt Injection),tool-output,goal-hijack,,high,"Identifies and benchmarks a new injection channel: the agent's own clarification-question response, showing clarification-seeking substantially amplifies injection vulnerability (e.g. 1.8%->34.0% ASR for o3)"
714,7217d28e7b7e43e1f38a156612e61b19e487087c,"Web Agents Should Adopt the Plan-Then-Execute Paradigm",N,,tool-output,goal-hijack,,high,"Position paper advocating a defensive architecture (Plan-Then-Execute), no new attack"
716,621e920e2eee0c7fe8140804493062130587070f,"On-Policy Self-Evolution via Failure Trajectories for Agentic Safety Alignment",N,,tool-output,goal-hijack,,high,"FATE is a safety-alignment training defense, no new attack"
717,56a58fe4bfc6b21c9fb9f552b7c3c7e9a70228e2,"When Agents Handle Secrets: A Survey of Confidential Computing for Agentic AI",N,,tool-output,data-exfiltration,,high,"Survey of confidential-computing defenses, no new attack"
718,3c51e32c6059775328c1620a22dc8e7d602f83cc,"Rewriting the Response Path: Silent Tampering and Provider-Signed Defense in BYOK LLM Agents",Y,RTA-PostForge (response-path tampering attack),tool-output,goal-hijack,,high,"Novel attack exploiting the BYOK relay's plaintext access to silently tamper with LLM responses post-alignment/pre-execution, achieving False-Green Verification on 69% of forced-edit instances"
719,35dd68af783d67ddbfdc0e10551ab7fe2860ec28,"Trace: Unmasking AI Attack Agents Through Terminal Behavior Fingerprinting",N,,tool-output,goal-hijack,,high,"Defensive attribution/forensic fingerprinting framework, no new attack"
722,994df45a6c2816c3ce73e7a5ccec10db6642aeb6,"SnapGuard: Lightweight Prompt Injection Detection for Screenshot-Based Web Agents",N,,cross-modal,goal-hijack,,high,"Lightweight detection defense for screenshot-based agents, no new attack"
724,755a7e22f482d59883ca4fcf361fb043ad969a57,"The Convergent Cyber Threat Horizon in Financial Services: Artificial Intelligence, Agentic Systems, Deepfakes, Quantum Computing, and the Mythos of Large Language Models",N,,tool-output,goal-hijack,,high,"Broad analytical survey of converging threat forces, no new attack"
725,959f9a894d4eef23ee23895116206875151bb1fc,"Owner-Harm: A Missing Threat Model for AI Agent Safety",N,,direct-input,goal-hijack,,high,"Formal threat-model/taxonomy contribution defining a harm category (agent harms its own deployer), not a new attack technique -- existing injection methods are the vector used to demonstrate the gap"
726,2322a9616b069e2d0f27e736ff688840194332dd,"The Consensus Trap: Rescuing Multi-Agent LLMs from Adversarial Majorities via Token-Level Collaboration",N,,multi-agent,goal-hijack,,low,"Identifies and names a structural aggregation-level vulnerability (response-level majority voting collapses under corrupted-agent majorities) rather than a new content-injection technique; existing prompt injection is the corruption vector -- borderline, worth spot-check since 'Consensus Trap' is a coined, citable concept"
727,108d63a6e425f35130f2defd80d1ec07681aaa13,"DeepSeek Robustness Against Semantic-Character Dual-Space Mutated Prompt Injection",Y,PromptFuzz-SC,tool-output,goal-hijack,,high,"Novel dual-space mutation fuzzing framework unifying semantic-level and character-level perturbation operators into one extensible attack library, evaluated against DeepSeek"
728,c92ace4a427eaee9cea4b877bef5bb5a18ecb7fb,"Benchmarking Prompt Injection Detection for Web Agents",N,,tool-output,goal-hijack,,high,"Benchmark for evaluating existing detection methods, no new attack"
729,b3d4488ddeda4aa364fab31468a3dc728f396cab,"Prompt injection attacks on educational large language models for higher and vocational education",N,,direct-input,goal-hijack,,high,"Applies standard prompt injection to the education domain, no distinctive novel technique described"
730,84f8929813b8b87fe6ae6afe921812ae4bf604cb,"A Security Analysis of the OpenClaw AI Agent Framework",N,,tool-output,goal-hijack,,high,"Systematic taxonomy of documented vulnerability advisories, no new attack technique"
731,0459c150849163cd801520a87394cc29003a5726,"Evaluating Prompt Injection Defenses for Educational LLM Tutors: Security-Usability-Latency Trade-offs",N,,direct-input,goal-hijack,,high,"Defense evaluation methodology for educational tutors, no new attack"
733,5820789dfe6afa80ed0674223576d98bc3297e24,"Agent-Sentry: Bounding LLM Agents via Execution Provenance",N,,tool-output,goal-hijack,,high,"Runtime provenance-graph defense, no new attack"
734,d3f6f0290d0c43c31a615f928f256792e2d23a60,"Prompt Control-Flow Integrity: A Priority-Aware Runtime Defense Against Prompt Injection in LLM Systems",N,,tool-output,goal-hijack,,high,"Priority-aware runtime defense (PCFI), no new attack"
736,a93eb55526ee6d441f19bdd47b70974af990079c,"PISmith: Reinforcement Learning-based Red Teaming for Prompt Injection Defenses",Y,PISmith,tool-output,goal-hijack,RL-Hammer,high,"RL-based red-teaming framework training an attack policy to defeat SOTA prompt-injection defenses in black-box setting, solving sparse-reward/entropy-collapse issues in adaptive attack optimization; substantially outperforms RL-Hammer baseline"
737,0d1a1ced045bbc21126efb2be0a4064e1ce18f63,"IH-Challenge: A Training Dataset to Improve Instruction Hierarchy on Frontier LLMs",N,,tool-output,goal-hijack,,high,"RL training dataset for defense (instruction-hierarchy robustness), no new attack"
739,b524141dae64dda2c8c6458e1b12a8fa05e8d8fa,"A Concise Review of Security Challenges and Protection for LLM-based Agents in Telecom Information Systems",N,,tool-output,goal-hijack,,high,"Concise review of known risks, no new attack"
740,20de9e55b6c846184380423f3092d02f7318a0cf,"Reverse CAPTCHA: Evaluating LLM Susceptibility to Invisible Unicode Instruction Injection",Y,Reverse CAPTCHA (invisible Unicode instruction injection),direct-input,goal-hijack,,high,"Novel steganographic injection technique encoding hidden instructions via invisible Unicode (zero-width binary and Unicode Tags) that models can perceive but humans cannot; tool access dramatically increases compliance"
742,327f2df80cccd89a10934eef495b06af949b0feb,"The LLMbda Calculus: AI Agents, Conversations, and Information Flow",N,,tool-output,goal-hijack,,high,"Formal calculus for provenance-based information-flow-control defenses, no new attack"
743,3a6ca08f3507de0d642286defa5431f4088d0880,"Prompt Injection as Role Confusion",Y,CoT Forgery (Chain-of-Thought Forgery),direct-input,goal-hijack,,high,"Novel technique injecting fabricated chain-of-thought to exploit models' spoofable role-perception cues, demonstrating role confusion as the mechanistic cause of prompt injection success; introduced alongside a mechanistic (role-probe) analysis"
744,96501f13d4c7a2da1228220c5723098e54f63a7c,"Security-Aware Retrieval-Augmented Generation System for Post-Quantum Cryptography Intelligence",N,,RAG,goal-hijack,,high,"Production security-aware RAG defense framework, no new attack"
746,d35916877805d63015cc773eb07f9fc65551317b,"When Benchmarks Lie: Evaluating Malicious Prompt Classifiers Under True Distribution Shift",N,,tool-output,goal-hijack,,high,"Evaluation methodology (Leave-One-Dataset-Out) exposing overestimated classifier generalization, no new attack"
747,4279709b7603081b51a577e22ecb846385a3a008,"AlignSentinel: Alignment-Aware Detection of Prompt Injection Attacks",N,,tool-output,goal-hijack,,high,"Alignment-aware detection defense reducing false positives, no new attack"
748,94981b50dd04908681311e4a3ff3a833b297ea3d,"Protecting Context and Prompts: Deterministic Security for Non-Deterministic AI",N,,tool-output,goal-hijack,,high,"Cryptographic provenance defense (authenticated prompts/context), no new attack"
750,a209860c510bc26c0a7493db9006762240d3fc8c,"Extended to Reality: Prompt Injection in 3D Environments",Y,PI3D,cross-modal,goal-hijack,,high,"Novel attack realizing prompt injection via physically-placed, text-bearing 3D objects with optimized 6-DoF pose for both attack success and physical plausibility against MLLMs perceiving camera-captured 3D scenes"
751,f3a1695cd2de9a1561a96fa0da3cdf9adb388b47,"Learning to Inject: Automated Prompt Injection via Reinforcement Learning",Y,AutoInject,tool-output,goal-hijack,,high,"Novel black-box RL framework learning adversarial suffixes for prompt injection against tool-calling agents, solving the sparse binary-reward problem that defeats jailbreak-optimizer adaptations"
752,ee9dca5745032dea194209e3ad73b7ddae721ad7,"Clouding the Mirror: Stealthy Prompt Injection Attacks Targeting LLM-based Phishing Detection",N,,tool-output,goal-hijack,,high,"First systematic evaluation/taxonomy of prompt injection against phishing-detection LLMs; applies existing PI technique categories to a new domain rather than proposing one new algorithmic attack"
753,ac685a7dc66ac204279935717cd4d7c4576647a5,"RedVisor: Reasoning-Aware Prompt Injection Defense via Zero-Copy KV Cache Reuse",N,,tool-output,goal-hijack,,high,"Reasoning-aware defense framework, no new attack"
754,1378649f3d7cfacaba92132e233146885c86e7fc,"Bypassing Prompt Injection Detectors through Evasive Injections",Y,"UNNAMED: multi-probe evasive GCG suffix attack",tool-output,goal-hijack,GCG,high,"Novel adaptive attack repurposing GCG to jointly optimize a universal suffix that fools multiple activation-delta linear-probe detectors while preserving injection effect, 93.91-99.63% evasion ASR"
755,7e6cd8d5c6680fc74482b761e472d4ca71c39023,"Securing LLM-as-a-Service for Small Businesses: An Industry Case Study of a Distributed Chatbot Deployment Platform",N,,tool-output,goal-hijack,,high,"Industry deployment/defense case study, no new attack"
756,ace8ae46e3f9e33fe92bb50fafd6973f2504e127,"PINA: Prompt Injection Attack against Navigation Agents",Y,PINA,tool-output,goal-hijack,,high,"Novel adaptive black-box optimization framework for prompt injection against LLM-driven navigation agents, targeting executable plan/control outputs rather than plain text, 75-100% ASR"
757,85fe86932cb8563be3b28fabc01fa01cc9e77b6f,"FinVault: Benchmarking Financial Agent Safety in Execution-Grounded Environments",N,,tool-output,resource-abuse,,high,"Safety benchmark for financial agents, no new attack"
758,c3e90e9c5afbadac2114e97101b695a8c6b9bff5,"PRISM: Prompt Red-teaming and Injection Simulation for Models – A Scalable Framework for Evaluating LLM Robustness Against Malicious Prompts",N,,tool-output,goal-hijack,,high,"Framed as scalable evaluation framework for existing prompt injection attacks, no new attack technique described"
760,71f30c8b6aca4dbd4a81302ac30335421b1a8688,"Trust in LLM-controlled Robotics: a Survey of Security Threats, Defenses and Challenges",N,,tool-output,goal-hijack,,high,"Systematic survey of robotics-LLM security, no new attack"
761,71a878eaf0ba150a611610e3c5cbe6cebec1528d,"Penetration Testing of Agentic AI: A Comparative Security Analysis Across Models and Frameworks",N,,tool-output,goal-hijack,,high,"Comparative penetration-testing evaluation extending a prior single-model study to multiple models/frameworks, uses existing attack techniques"
762,a497744c319e8465df81a12ccfe60a2bce4017ea,"Injecting Falsehoods: Adversarial Man-in-the-Middle Attacks Undermining Factual Recall in LLMs",Y,Xmera (chimera MitM framework),direct-input,silent-corruption,,high,"Novel theory-grounded MitM framework for undermining LLM factual recall via prompt injection, instantiated as three formally-defined attack variants (alpha/other chimera variants) grounded in counterfactual-explainability theory"
763,a33345c6aca10d3979aa33c612e8ca18363ce53d,"Soft Instruction De-escalation Defense",N,,tool-output,goal-hijack,,high,"Iterative prompt-sanitization defense (SIC), no new attack"
764,add98c38c95c9639e0f7d07ca0087b087e1d00d1,"Red-Teaming Coding Agents from a Tool-Invocation Perspective: An Empirical Security Assessment",Y,ToolLeak,tool-output,goal-hijack,,high,"Novel attack exploiting a newly identified 'mode gap' (weaker safety guardrails during schema-driven tool-call argument generation vs normal chat) to exfiltrate system prompts from coding agents"
765,8ad664fac44d06bf3ea70e6e6a8869f348345ebe,"BinaryShield: Cross-Service Threat Intelligence in LLM Services using Privacy-Preserving Fingerprints",N,,tool-output,goal-hijack,,high,"Privacy-preserving cross-service threat-intelligence defense, no new attack"
766,96a7db0d73412d117e397fe90ddd72ecf098a1c3,"LeakSealer: A Semisupervised Defense for LLMs Against Prompt Injection and Leakage Attacks",N,,tool-output,goal-hijack,,high,"Semi-supervised detection defense, no new attack"
767,777c3fb3234532eab31bc6dc9a3388c67f163f81,"An Empirical Evaluation of Prompt Injection Detection and Refusal-Usefulness Tradeoffs Using the deepset/prompt-injections Dataset",N,,tool-output,goal-hijack,,high,"Empirical evaluation of existing detectors on a public dataset, no new attack"
768,5c771766b54a3e40aee1c045141a0119e2bdfee3,"How Not to Detect Prompt Injections with an LLM",Y,DataFlip,tool-output,goal-hijack,,high,"Novel attack extracting the secret key from known-answer-detection (KAD) defenses at 98% success, exploiting that the key shares the same context window as the injected content"
769,73555d2a139417a205797d5cd6d1eaa2cfa977b4,"Enhancing Security in LLM Applications: A Performance Evaluation of Early Detection Systems",N,,tool-output,goal-hijack,,high,"Comparative evaluation of existing open-source detection solutions, no new attack"
770,d9303eb738a56b0e72404d3ad57964c25611a226,"Sentinel: SOTA model to protect against prompt injections",N,,tool-output,goal-hijack,,high,"Fine-tuned detection classifier (defense), no new attack"
771,b0794049c22fb3d868a907131d0e8c0a6511025e,"Stronger Enforcement of Instruction Hierarchy via Augmented Intermediate Representations",N,,tool-output,goal-hijack,,high,"AIR is an instruction-hierarchy defense mechanism, no new attack"
772,c177630e593936a6698accb0b565cfb841d34517,"Checkpoint-GCG: Auditing and Attacking Fine-Tuning-Based Prompt Injection Defenses",Y,Checkpoint-GCG,tool-output,goal-hijack,GCG,high,"Novel white-box attack exploiting GCG's initialization-sensitivity to defeat fine-tuning-based defenses (StruQ, SecAlign) using intermediate training checkpoints, achieving 96% ASR vs 6-18% for standard GCG"
773,75400746734ddd2c04acd63be7b87059b75c928f,"Small Models, Big Tasks: An Exploratory Empirical Study on Small Language Models for Function Calling",N,,tool-metadata,reasoning-corruption,,high,"Exploratory empirical study of SLM function-calling capability, not a security attack paper"
774,1121c75cb5290163f6b0d7f4b668043eb7cbf4b1,"Separator Injection Attack: Uncovering Dialogue Biases in Large Language Models Caused by Role Separators",Y,Separator Injection Attack,direct-input,goal-hijack,,high,"Novel attack exploiting the single-task-instruction-following vs multi-task-instruction-following gap mediated by role separator tokens (USER/ASSISTANT/TOOL/SYSTEM)"
775,43408b3330d05250412940a0ea08791b35ebd185,"Diverse and Effective Red Teaming with Auto-generated Rewards and Multi-step Reinforcement Learning",Y,"UNNAMED: diverse RL red-teaming (auto-generated rewards + multi-step RL)",direct-input,goal-hijack,,low,"General-purpose automated red-teaming methodology (not agent-context-poisoning-specific) solving the diversity/effectiveness tradeoff via auto-generated goals + multi-step RL; evaluated partly on indirect prompt injection among broader harm categories -- borderline scope fit for this SoK's agent-context-poisoning focus"
776,fb1bc7f717df24bef2a98d1dab26b0d86f069dd2,"AutoRed: Automated Attack Scenario Generation Framework for Red Teaming of LLMs",Y,AutoRed,tool-output,goal-hijack,,high,"Novel automated learning framework (malicious prompt generator + sensitive information extractor + stop point identifier) for generating prompt-injection-based conversation-history extraction attacks"
777,b67a6181fad5c5838945583ccdc7f39187e29332,"Hacking Back the AI-Hacker: Prompt Injection as a Defense Against LLM-driven Cyberattacks",N,,tool-output,goal-hijack,,high,"Mantis is a defensive framework that uses prompt injection as a counter-attack against LLM-driven cyberattackers; primary contribution is defense, not a new attack against the paper's own defined victims"
778,6d4070ca0ba7ccdedb044c9a15301ad41f6aeb05,"Cognitive Overload Attack:Prompt Injection for Long Context",Y,Cognitive Overload Attack,direct-input,goal-hijack,,high,"Novel attack framing exploiting a Cognitive-Load-Theory-inspired working-memory overload to defeat safety alignment, achieving up to 99.99% ASR on Claude-3-Opus"
779,687acbf39c6b36b0ad776647d5864f329c2989dd,"Instructional Segment Embedding: Improving LLM Safety with Instruction Hierarchy",N,,tool-output,goal-hijack,,high,"ISE is an architectural instruction-hierarchy defense, no new attack"
780,3f0ca570bfd749d73b1bd302ec8d2d55ce959c80,"PromptFuzz: Harnessing Fuzzing Techniques for Robust Testing of Prompt Injection in LLMs",Y,PromptFuzz,tool-output,goal-hijack,,high,"Novel black-box fuzzing framework adapting classical software-fuzzing methodology to prompt-injection testing, substantially outperforming GCG-injection and prior baselines"
781,0099c9c109c3516f0bf0d7d67502e99e86c78130,"A Modular Generative Honeypot Shell",N,,tool-output,goal-hijack,,high,"Limbosh is a generative honeypot/deception tool, no new attack"
782,b0bd96c49091253c1a893d8f26fe791291a448c8,"Get My Drift? Catching LLM Task Drift with Activation Deltas",N,,tool-output,goal-hijack,,high,"Task-drift detection defense via activation deltas, no new attack"
783,e0e8c1eb4bfe2a5aba365237966142c5fa8e1d16,"Exfiltration of personal information from ChatGPT via prompt injection",Y,"UNNAMED: ChatGPT memory/URL-exfiltration prompt injection bypass",tool-output,data-exfiltration,,high,"Vulnerability-disclosure paper demonstrating a concrete novel bypass of OpenAI's URL-parameter-substitution defense via indirect prompt injection combined with the ChatGPT memory feature"
784,f41109b24c24ecccf26cda9ceacad9167d197028,"Safeguarding Vision-Language Models Against Patched Visual Prompt Injectors",N,,cross-modal,goal-hijack,,high,"SmoothVLM is a certified randomized-smoothing defense against existing patch-based VLM attacks (JIP, VAE), no new attack"
786,7b00cb1fe1773f964d123dab6d4812c7bc63de06,"Follow My Instruction and Spill the Beans: Scalable Data Extraction from Retrieval-Augmented Generation Systems",Y,Prompt-Injected Data Extraction,RAG,data-exfiltration,,high,"Formalizes and demonstrates a black-box attack extracting verbatim datastore text from Retrieval-In-Context RAG systems via simple instruction-following exploitation, scaling with model size"
787,331e479bf3de8460da94b8aff680ed2357a87416,"Whispers in the Machine: Confidentiality in Agentic Systems",N,,tool-output,data-exfiltration,,high,"Formalizes a confidentiality-leakage evaluation framework (secret-key abstraction) and root-cause analysis using 14 adapted (not novel) prompt injection/jailbreak attack strategies; benchmark/methodology contribution"
788,6a6f6070e765f77422c6d6c14c1e6b41a9ed562a,"Jatmo: Prompt Injection Defense by Task-Specific Finetuning",N,,tool-output,goal-hijack,,high,"Task-specific fine-tuning defense, no new attack"
789,ce17ea81f018c51e02c68861e55a2d2b07f25285,"A Novel Evaluation Framework for Assessing Resilience Against Prompt Injection Attacks in Large Language Models",N,,tool-output,goal-hijack,,high,"Quantitative resilience-evaluation framework built from consolidated known attacks, no new attack"
790,927b5bd48e1210d752b8e7ce437afa8f5cc2bcdd,"Towards Large Language Model (LLM) Forensics Using LLM-based Invocation Log Analysis",N,,tool-output,goal-hijack,,high,"Digital-forensic analysis/logging defense approach, no new attack"
792,74bf328bb86c119e6282744c2badd79f5bb14f53,"Trust-Aware Orchestration Architecture for LLM-Assisted Workflows in Multi-Tenant Enterprise Systems",N,,tool-output,data-exfiltration,,high,"Orchestration/defense architecture (deterministic control-plane validation), no new attack"
793,e21b1f9b29e0fc0671300eab00a762c316c19793,"A Systematic Literature Review of Prompt Injection Attacks in LLM-Integrated Systems",N,,direct-input,goal-hijack,,high,"Systematic literature review, no new attack"
794,b36a1f6cbc8ffb54b5f694328fa732a1bf1bc617,"Master's Thesis Network Forensics, 60 credits A Hybrid Defense Against Prompt Injection in LLM Agents",N,,tool-output,goal-hijack,,high,"Hybrid defense thesis, no new attack"
797,9dd6ad28dcaeae1506bfe609c991cd83ebf87eb0,"Overeager Coding Agents: Measuring Out-of-Scope Actions on Benign Tasks",N,,tool-output,reasoning-corruption,,high,"Introduces and benchmarks 'overeager behavior,' a non-adversarial authorization-scope failure mode on benign tasks, explicitly distinct from prompt injection; not an attack technique"
799,79c682aa4f6d751a5eee285edccb822181c8df48,"HarmfulSkillBench: How Do Harmful Skills Weaponize Your Agents?",N,,skill,goal-hijack,,high,"Empirical study/benchmark of skills that themselves encode harmful knowledge, distinct from skill vulnerabilities like prompt injection; no new attack technique proposed"
800,08b698dcb67ab586a043d4dc5c14e55ba6b7f51f,"Multimodal Prompt Injection: A Formal 4D Taxonomy for Image and Document Pipelines",N,,cross-modal,goal-hijack,,high,"Formal taxonomy/systematization of existing multimodal PI attacks, no new attack"
801,2f1e9fa494e6f838f43d83f38b218cd9d478175c,"AgentWatcher: A Rule-based Prompt Injection Monitor",N,,tool-output,goal-hijack,,high,"Rule-based detection defense, no new attack"
