defense_row,defense_name,matched_mechanism_name,match_justification,match_confidence
536,Constraint Pinning,Governance Decay,"This is the paper that originates and names the 'Governance Decay' phenomenon (context compaction silently erasing safety/policy constraints in long-horizon agents), directly and extensively instrumented via the ConstraintRot benchmark across seven models, nine tasks, and multiple compaction-aggressiveness settings; Constraint Pinning is evaluated precisely against this named mechanism as well as an adversarial Compaction-Eviction Attack variant of it.",high
538,AMA-Agent (causality-graph construction + tool-augmented retrieval),,"Compared against long-context, RAG, and memory-agent baselines on the new AMA-Bench across four capability dimensions (Recall, Causal Inference, State Updating, State Abstraction); demonstrates memory-architecture bottlenecks generically rather than testing against a specific named registry mechanism.",
545,Memex / MemexRL (indexed experience memory),,"Compared pre-RL vs post-RL training on the same Memex architecture on a modified ALFWorld benchmark; addresses generic finite-context-window bottleneck and compression/retrieval trade-offs rather than an explicitly instrumented test of a specific named registry mechanism.",
551,Hierarchical Cognitive Caching (HCC) in ML-Master 2.0,,"Compared against nine proprietary and two open-source MLE-Bench agent baselines; motivated by generic 'context saturation' from naive history concatenation, illustrated via a single case study limiting peak context from 200k to 70k tokens, but not an explicitly instrumented test isolating a specific named registry mechanism.",
553,MemWeaver (graph memory + experience memory + passage memory),,"Compared against MemoryBank, A-Mem, ReadAgent, and the LoCoMo reference method on multi-hop/temporal QA; motivated by generic noisy extraction and accumulated conflicts in structured memories, but not explicitly instrumented as a test of a specific named registry mechanism.",
557,CWL (Context Window Lifecycle),,"Compared against a fresh-per-task isolated-session baseline (not a compacting baseline) on agentic coding/terminal benchmarks; motivated by generic compaction failure modes (lossiness, destroyed causal structure, compression-induced hallucination) but the reported evaluation does not isolate a compacting baseline against a specific named registry mechanism.",
558,TDP (Task-Decoupled Planning),,"Compared against ReAct, CoT-with-plan, and Plan-and-Act on TravelPlanner/HotpotQA/ScienceWorld; motivated by generic 'entangled context' cognitive load and error propagation across sub-tasks rather than an explicitly instrumented test of a specific named registry mechanism.",
561,Memory-R2 (LoGo-GRPO training) with shared-parameter fact extractor / memory manager,,"Compared against RAG, A-MEM, Mem0, MemoryOS, MEM1, MemAgent, and Memory-R1 on LoCoMo/LongMemEval; addresses RL credit-assignment bias for memory operations rather than an explicitly instrumented test of a specific named registry mechanism.",
562,MAGE (Memory As Guardrail Enforcement),Indirect Prompt Injection (IPI),"MAGE is directly and extensively evaluated against indirect prompt injection attacks (Table 4, measuring ASR across GPT-4o-mini/Llama-3.3-70B/Qwen3-235B) alongside five prior IPI-focused defenses (Spotlighting, Repeated-Prompt, PI-Detector, IPIGuard, MELON), a precise instrumented test of the canonical IPI mechanism.",high
564,M2 (Dynamic Trajectory Summarization + Insight Retrieval Augmentation),lost in the middle,"Paper explicitly identifies 'performance degradation from the lost-in-the-middle phenomenon where critical task-relevant cues get buried under redundant historical information' as one of two core problems addressed, and measures accuracy improvement over the full-context ('Normal') baseline on WebVoyager/OnlineMind2Web attributable to mitigating this named phenomenon.",medium
567,UI-Copilot (memory decoupling + Tool-Integrated Policy Optimization / TIPO),context rot (agentic/long-horizon search),"Paper directly measures that existing 7B GUI agent models 'suffer an average performance drop of 90.90% on MemGUI-Bench relative to short-horizon benchmarks,' a directly instrumented long-horizon memory-degradation curve that UI-Copilot's memory decoupling is shown to substantially mitigate.",medium
570,MMPO (Metacognitive Memory Policy Optimization) with Belief Entropy,memory misevolution,"Paper explicitly defines and targets 'belief deviation' -- compounding semantic noise/drift in the agent's internal belief about task state introduced by successive recursive memory summarization steps -- and directly measures this via Belief Entropy supervision on RULER-HotpotQA at extreme context lengths (up to 3.5M tokens), a close conceptual match to the registry's memory-misevolution entry, directly instrumented via the RL training ablation against outcome-only baselines.",medium
573,Slipstream (asynchronous, judge-validated trajectory-grounded compaction),context rot,"Technical summary explicitly names the target phenomenon as 'context-length-driven accuracy degradation known as context rot,' and directly measures synchronous compaction silently corrupting trajectories (dropped constraints, mutated entities) versus Slipstream's judge-validated repair, with accuracy gains of up to 8.8pp on SWE-bench Verified and BrowseComp.",medium
575,Autopilot (gated finite-state-machine execution firewall),UNNAMED: unverified success fabrication in unattended long-horizon agents (agent honesty gap),"This paper is precisely and extensively about this exact registry phenomenon (unverified/fabricated success claims in unattended long-horizon agents), directly measuring fabrication rate against ReAct, Reflexion, and StateFlow baselines across a 3,150-cell paired evaluation on SWE-bench Lite and trap-task corpora -- an exact, purpose-built instrumented test of the named mechanism.",high
577,Environment Maps (Contexts/Actions/Workflows/Tacit Knowledge graph),,"Compared against a session-bound baseline and a raw-trajectory-access condition on WebArena; addresses generic long-horizon cascading errors from unstructured environment knowledge rather than an explicitly instrumented test of a specific named registry mechanism.",
581,StructAgent (unified causal state + verifier-backed state transitions),,"Compared against Agent S3, OS-Symphony, VLAA-GUI, and single-model baselines on OSWorld-Verified/Mind2Web/Minecraft; addresses generic degradation from raw unstructured growing interaction history rather than explicitly instrumenting a specific named registry mechanism.",
583,TaskWeave (Formulate-Partition-Diagnose-Align cycle + dependency-aware trace memory),,"Compared against AutoGen, MetaGPT, CAMEL, MoA, Magentic-One, and G-Designer on organizational-simulation coherence and an OSSD span-detection task; addresses generic long-horizon organizational-state coherence rather than an explicitly instrumented test of a specific named registry mechanism.",
584,FGHM (Failure-Gated Hierarchical Memory) with Failure Critic and LTM Pollution Rate (LPR) metric,memory pollution (agent long-term memory),"baselines_compared/key_result/technical_summary are all None in the source data, so the actual evaluation cannot be directly verified; however the defense's own name explicitly defines and centers on an 'LTM Pollution Rate (LPR)' metric for preventing memory pollution in long-horizon agents, strongly suggesting this exact registry phenomenon was the measured target, so a low-confidence match is recorded pending fuller evaluation detail.",low
566,FS-Researcher (file-system-based dual-agent: Context Builder + Report Writer),,"Compared against OpenAI Deep Research, Claude-DeepResearch, LangChain-Open-Deep-Research, and WebWeaver on DeepResearch Bench/DeepConsult/BrowseComp; addresses the generic hard context-window limit for evidence accumulation via persistent file-system memory rather than an explicitly instrumented test of a specific named registry mechanism.",
