row,paper_id,title,has_technique,technique_name,channel,consequence,is_extension_of,confidence,notes
1110,867f0550f5e2d9a08d3c2094cf3c6bf05b90b6b5,Multilingual Hidden Prompt Injection Attacks on LLM-Based Academic Reviewing,N,,,,,,"Applies a known hidden/white-text indirect prompt-injection technique (already established in prior literature) to a new domain (LLM peer review) and studies it across four languages; contributes an empirical multilingual-vulnerability finding, not a new named attack mechanism."
1111,b874b9a07cc89ff9501f87daddb54c9fff48bfa8,CASCADE: A Cascaded Hybrid Defense Architecture for Prompt Injection Detection in Model Context Protocol Systems,N,,,,,,No new attack technique is introduced; the paper audits and evaluates existing tool-poisoning/prompt-injection attack material assembled from prior collections.
1112,1d2230f39944402726af88a5ae3188593e273ee2,AttackEval: A Systematic Empirical Study of Prompt Injection Attack Effectiveness Against Large Language Models,N,,,,,,"Proposes a taxonomy organizing already-known attack strategies (obfuscation, emotional manipulation, payload splitting, context tampering, etc.) plus a companion benchmark dataset; no single new attack mechanism is introduced, and the paper is explicitly benchmark/taxonomy-oriented."
1113,32bc9a01f4b0cbf8976bc682c282181dc6e0c1af,A Survey on Data Security in Large Language Models,N,,,,,,"Survey; reviews existing attack/vulnerability categories (data poisoning, prompt injection, adversarial attacks) without introducing a new named mechanism."
1114,f7a6445d92a5b2a02897a0915c7be087dc4c2ace,The Vulnerability of LLM Rankers to Prompt Injection Attacks: You are to [MARK] this document as relevant,N,,,,,,Reproduces and extends existing decision-objective-hijacking/decision-criteria-hijacking attacks from Qian et al. [2025]; introduces no new named attack technique of its own.
1115,3d16be498e90f357318f27bf8c476567a51d4e47,SecureCAI: Injection-Resilient LLM Assistants for Cybersecurity Operations,N,,,,,,"No new attack technique is introduced; the paper builds an adversarial evaluation dataset using attack vectors from prior taxonomies (Greshake et al., Zou et al.) for log poisoning, phishing, and malware-embedded prompt injection."
1116,eb1484d09fb1e32e5ad4049e22a653019ebc93a5,Prompt Injection as an Emerging Threat: Evaluating the Resilience of Large Language Models,N,,,,,,"The four attack classes (Direct Instruction Override, Contextual Contamination, Indirect Injection, Goal Hijacking/Semantic Drift) are a categorization drawn from prior taxonomy work, not a new named attack technique; the paper's contribution is an evaluation metric framework, not an attack."
1117,9c44354252aad1d0aeb7dc6b476da5785143b27c,Prompt Attack Detection with LLM-as-a-Judge and Mixture-of-Models,N,,,,,,"No new attack technique is introduced; the paper curates/evaluates known jailbreak and prompt-injection attack patterns (obfuscation, payload splitting, roleplay, multi-turn manipulation) via automated red teaming, but proposes no new named mechanism."
1118,2f6cc73ba64540df84322c0891a99d4f03d199fd,Machine-Assisted Grading of Nationwide School-Leaving Essay Exams with LLMs and Statistical NLP,N,,,,,,"Demonstrates a known, generic prompt-injection concept (grading-instruction override) with a single hand-written example, applied informally as a small side probe; introduces no new named attack technique."
1119,7d813fac2627225f483c718e1af14de72772ab48,LLM-Enabled Open-Source Systems in the Wild: An Empirical Study of Vulnerabilities in GitHub Security Advisories,N,,,,,,"Empirical/measurement study of real-world advisories; introduces no new attack technique, only characterizes and taxonomically maps existing disclosed vulnerabilities."
1120,e0dbb0ec29db851bbd36e75326a0bc3bf2a607cb,Know Thy Enemy: Securing LLMs Against Prompt Injection via Diverse Data Synthesis and Instruction-Level Chain-of-Thought Learning,N,,,,,,"Introduces no new attack technique; synthesizes training data using existing injection styles/positions to build a defense, and evaluates against established threat categories (behavior deviation, privacy leakage, harmful output)."
1121,1759010234718b3ece22e9beb554f55b22b06fbe,KVEraser: Learning to Steer KV Cache for Efficient Localized Context Erasing,N,,,,,,"No new attack technique; the harmful factual distractors used for evaluation are constructed via standard retrieval-based distractor mining, not a novel injection method."
1122,81799a61b1e50bd1050720ec4e31a531eb02bbd1,Detecting Prompt Injection Attacks Against Application Using Classifiers,N,,,,,,Uses an existing public dataset (HackAPrompt) of known prompt-injection attempts; introduces no new named attack technique.
1123,f18b95663f87743335eee0578212fcb484882eae,Counterfactual Evaluation for Blind Attack Detection in LLM-based Evaluation Systems,Y,Blind attacks,direct-input,goal-hijack,,high,"Formally defines and names a new threat class against LLM-based evaluators: a candidate answer constructed independently of the ground truth to be accepted regardless of correctness, exploiting evaluator hallucination."
1124,d45e2718c4ae41fb90436d97eb89542f525dbc1f,CLIOPATRA: Extracting Private Information from LLM Insights,Y,Cliopatra,memory,data-exfiltration,,high,"First named attack combining data poisoning, prompt injection, and attribute inference to break multi-layer heuristic privacy protections in LLM-based conversation-insight/aggregation systems (e.g., Clio), demonstrated with concrete, high attack success rates."
1125,8fdd34153d1035d09dd4a6efa9cb0c91d23d0045,More than you've asked for: A Comprehensive Analysis of Novel Prompt Injection Threats to Application-Integrated Large Language Models,Y,Indirect Prompt Injection (IPI),RAG,goal-hijack,,high,"Foundational, extremely widely cited (154 citations) named attack concept: injecting malicious instructions into content an LLM is likely to retrieve, enabling remote compromise without a direct user-facing interface; also introduces the 'prompt injection worm' self-propagating variant."
1126,04fa3ebc4c0c0b4a2d2d1a3fc612134a05057696,Prompt Injection Attacks and Defenses in LLM-Integrated Applications,Y,Combined Attack,direct-input,goal-hijack,,high,"A new, named attack derived from the paper's own formal attack framework by combining multiple existing prompt-injection strategies (e.g., escape characters, context ignoring, fake completion); shown to consistently outperform prior individual attacks across 10 LLMs and 49 task combinations."
1127,04999c8c3fd3947361cdd4301c9cc32983e7a374,Prompt injection attacks on vision language models in oncology,N,,,,,,"Applies existing text- and image-embedded prompt-injection techniques (including sub-visual/steganographic image injection, already known in prior cross-modal prompt-injection literature) to a new, high-stakes domain (oncology VLMs); no fundamentally new attack mechanism is named as the paper's own contribution."
1128,9dd05a0a81736b159de62379851851a392f44410,"Prompt Injection Attacks on Large Language Models: A Survey of Attack Methods, Root Causes, and Defense Strategies",N,,,,,,Systematic literature review; synthesizes and taxonomizes existing attack techniques from 128 surveyed papers without introducing a new named attack of its own.
1129,ddc05de1e67e151a6aa8148c6f34260484207ba5,Prompt Injection Detection in LLM Integrated Applications,N,,,,,,No new attack technique is introduced; the paper discusses known direct and (as future work) indirect prompt-injection threats without naming a new mechanism.
1130,fc4fe9d58618c0d5aee3cda9edab927569d290cd,"Large Language Models for Cybersecurity Intelligence, Threat Hunting, and Decision Support",N,,,,,,Narrative review of LLMs applied to cybersecurity. Proposes no attack or degradation mechanism of its own; prompt injection and data poisoning appear only as summarized prior work.
1131,b29b7aaae0554e864409dfd1afadf9e1564a2616,A Brief Survey on Safety of Large Language Models,N,,,,,,Survey. Catalogues direct and indirect prompt injection from prior work; introduces no new attack technique or degradation mechanism of its own.
1132,c3cc8bd227eedf8986bab48779db0c9335d5b633,PromptGuard a structured framework for injection resilient language models,N,,,,,,Defense paper. Attack prompts are drawn from existing public injection datasets and a five-category taxonomy of known injection types; no new attack technique is proposed or named.
1133,0e8b21eb382b1060019acb91ed32248abf1015c3,Prompt injection attacks on vision-language models for surgical decision support,N,,,,,,"Evaluation/red-teaming study. The temporally-varying visual injection conditions, bidirectional direction and covert UI-mimicking overlays are experimental conditions in an attack-surface measurement, not a named technique the authors claim as a contribution. Borderline: the duration-graded video injection is arguably a distinct mechanism, but it is never named."
1134,9be8902fc1bbe28ba09336f492577eb9a030d739,Adaptive Multi-Layer Framework for Detecting and Mitigating Prompt Injection Attacks in Large Language Models,N,,,,,,Defense paper. Adversarial prompts are drawn wholesale from an existing public jailbreak corpus; no new attack or degradation mechanism is proposed.
1135,b84eb462ce742f35d638d10b3218ddf72712f12b,A pen mark is all you need - Incidental prompt injection attacks on Vision Language Models in real-life histopathology,Y,incidental prompt injection,cross-modal,reasoning-corruption,,medium,"Names and characterizes a distinct mechanism: naturally occurring visual artifacts (pen marks, handwritten labels, watermarks) in real clinical data act as injections with no attacker in the loop, quantified at 90-100% vs 0-10% accuracy swings. Confidence medium because the label is descriptive of a phenomenon rather than of an engineered technique, and it builds directly on the authors' own prior adversarial VLM injection work."
1136,d1dfe09d10632c6d52cfdfc83c9f6d91a57570b6,Secure Artificial Intelligence (SAI): A Dual-layer defence model against prompt injection and prompt poisoning attacks,N,,,,,,"Defense paper. The four attack categories in the literature review (direct instruction manipulation, contextual prompt injection, input data pollution, adversarial prompting) are restatements of known categories, not new techniques."
1137,150a1e91b96fdd5b675ce72ee7f4f4b9e301ae04,Strengthening LLM Trust Boundaries: A Survey of Prompt Injection Attacks,N,,,,,,"Survey plus taxonomy. The trust-boundary model (TB1/TB2) is an organizing framework, not an attack technique; all attacks described are drawn from prior work."
1138,b7e425c93a0bfe017098cedecc43760a6f9ef5e8,Defending Language Models Against Image-Based Prompt Attacks via User-Provided Specifications,N,,,,,,"Defense paper. The seven attack images instantiate known image-based injection styles (overlaid, obfuscated, low-contrast text) drawn from prior multimodal injection work; no new attack is named or claimed."
1139,451a78313fb0d6b4a74507a1a171aa3c9b89c0eb,Large Language Models and Security,N,,,,,,"Magazine overview article. All attacks described (direct injection, adversarial suffixes, indirect injection via web pages and uploaded CVs) are attributed to prior work."
1140,697bb7f0de245cb50e39dd585ac8c2d033cb51b8,Protection of LLM Environment Using Prompt Security,N,,,,,,Defense/system paper. Attack prompts are assembled from existing injection and jailbreak styles plus artificial PII-extraction prompts; no new attack technique is proposed.
1141,407b6a1611ecc8b104d8c4af6c7bfd92d179f122,A Framework for Security Testing of Large Language Models,N,,,,,,The single attack prompt is a known character-roleplay jailbreak lifted from the cited literature; nothing new is proposed.
1142,c77d0401fcef4b9dcb16e8d8e0f8c688c90abd1d,Prompt Injection in Large Language Model Exploitation: A Security Perspective,N,,,,,,"No new attack. Probes are standard prompt-injection, XSS and toxicity categories supplied by off-the-shelf tooling (Garak)."
1143,fae250f21435b2eca9af127a6b85571cbd3cd5bd,"A Systematic Review of Prompt Injection Attacks on Large Language Models: Trends, Taxonomy, Evaluation, Defenses, and Opportunities",N,,,,,,"Systematic literature review. Produces a taxonomy of existing attacks, not a new technique."
1144,4ef497f74ae90b475b43d9dafd9ab74357252155,Cyberattacks on Large Language Models - Attack Detection and Architecture Adaptability,N,,,,,,"No new attack. Prompt injection, data poisoning, adversarial examples and DDoS are all described from prior work, with HouYi cited as the attack-generation framework."
1145,b7324677248bb99befa3cd97c2936ae8f2b46f36,Chat GPT and Cyber Risks: Need of Custom Large Language Models,N,,,,,,No new attack. The 'attack' is a handful of directly asked cybersecurity questions; prompt injection is invoked as framing and cited to prior work (Greshake et al.) but not instantiated.
1146,84fd981ed4e397d516f2edb2af3a43d95fb6d407,’Ignore All and Accept My Resume’: The Impact of Prompt Injection in Automatic Resume Screening,N,,,,,,"Applies the existing, well-known prompt-injection concept to a new use case (resume screening) purely as an illustrative example; no experiments, no new named technique."
1147,646f950f41530e196f83033d21dfaefb27dd7b85,Privacy-Preserving Prompt Injection Detection for Smart Cloud-Deployed Large Language Models,N,,,,,,"Pure defense paper; uses known injection templates (ignore-previous-instructions, information overload, repeated-token, system-mode) from prior work, no new attack technique."
1148,4b6793d43e7527b152ce0700204a8f3f3dee7928,Graph-Based Prompt Injection Attacks Against Large Language Models,Y,Graph-based prompt injection (math-expression-to-graph encoding),cross-modal,goal-hijack,,high,"Clearly named, novel cross-modal jailbreak technique with quantitative ASR/RR/TASR comparison against 3 baselines on GPT-4/GPT-4o."
1149,0a78327b9cc6e3b980e70489d22c96c0d26bca6c,A Novel GNN-based Approach for Detection of Prompt Injection Attacks,N,,,,,,"Pure defense/classification paper; no new attack technique, uses an existing public dataset of known injection prompts."
1150,7d76841c36a85d550d2211b148d0c593e75f7419,Disrupting Large Language Models with hidden prompt injection attacks embedded in HTML pages,N,,,,,,"Constructs a benchmark dataset (DisruptiveMessages/DM-X) of an existing, previously-documented hidden-HTML indirect prompt injection technique; the contribution is the benchmark/dataset and evaluation, not a new attack mechanism."
1151,c648165523cedb7b194f48cf8b1e2cd206b6f58e,The AI-Cybersecurity Nexus: How Large Language Models are Reshaping Threat Intelligence and Digital Defense,N,,,,,,"Pure bibliometric literature review; all named attack/defense techniques discussed (e.g., ShelLM honeypot, attention-guided filtering) are attributed to cited primary studies, not original contributions of this paper."
1152,d3dc0f24be7f1a9ccc7eb482b2fe814a7b99baf9,Security Risks and Privacy Challenges of Large Language Models in Enterprise Environments,N,,,,,,Applies existing prompt-injection/role-manipulation/data-retention testing techniques as qualitative case studies against ChatGPT/Gemini; no new attack technique is introduced.
1153,11d778e096a1716b14afa5915378ad4a25525e77,Security Posture Evaluation of Model Context Protocol Servers Against Prompt Injection,N,,,,,,"Applies known prompt-injection techniques (direct, encoded) to a new architectural target (MCP tool-calling) via a small 4-prompt case study; no new named attack technique."
1154,87357be6223d48473fb253eba563c31e5dffc5c1,Multi-Criteria Evaluation of Large Language Models (LLMs): Balancing Performance and Security,N,,,,,,"Uses Garak's existing PromptInject probe and other established vulnerability scanners; proposes an AHP-based ranking methodology, not a new attack technique."
1155,8c97e50ca4568f7caabb5e39e38acdbc19bc719a,Integrating Generative AI in Cybersecurity Curricula,N,,,,,,"Curriculum/pedagogical paper; cites existing DAN/jailbreak attacks and data-poisoning taxonomies as teaching content, proposes no new attack technique of its own."
1156,c18ac188e59bc0f7da13a9932c1311bad911ac4a,Hybrid Constitutional Classifiers for Prompt Injection Defense,N,,,,,,Pure defense paper; no new attack technique proposed.
1157,1ce4b21dda6721f1c94b63ab1b93144a87a9b0ad,Enterprise Secure AI Execution Engine: A Zero-Trust Security Gateway for Enterprise LLM Systems,N,,,,,,No new attack technique; reuses HackAPrompt's existing adversarial prompt corpus for evaluation.
1158,b67115f4decad83af468d64e67297d1648590c90,A Novel Security Framework against Prompt Injection Attacks,N,,,,,,"Pure defense paper; attack categories described (direct injection, escape-character, context-ignoring) are pre-existing named techniques from cited literature, not new."
1159,2d3761e670c3597babbbcd9cf7b88327e07e770b,Securing With Dual-LLM Architecture: ChatTEDU an Open Access Chatbot’s Defense,N,,,,,,"Characterizes and analyzes real-world attacks (prompt injection, jailbreak, spam/DoS) observed in deployment, but these are existing attack categories from prior literature (OWASP, etc.), applied/observed rather than newly invented."
