row,paper_id,title,has_defense,defense_name,channel,consequence,defense_intervention_point,track,validated_against,is_extension_of,confidence,notes
856,a0f82fcf24f6f280ef4ff950bfdd25430a1556f2,When Should Models Change Their Minds? Contextual Belief Management in Large Language Models,Y,RL Belief-State Reward Training + Representation-Level Steering (CBM mitigation),direct-input,reasoning-corruption,reasoning,ML/AI,incidental,,high,Reduces Contextual Belief Management failures (Failed Stay/Update/Isolation); diagnostic perturbations non-adversarial.
857,28eb59cd5d1043063371af07bf6b14d5d839b5b9,Evolve as a Team: Collaborative Self-Evolution for LLM-based Multi-Agent Systems,Y,Meta-Team (collaborative self-evolution),multi-agent,reasoning-corruption,none,ML/AI,incidental,,high,Experience-driven MAS evolution framework avoiding context-overload attribution failures; non-adversarial.
858,2d779d8a0d97b2bd86e6421c6dd60576345ec066,Can It Reach the Generator? Investigating the Survival of Prompt-Injection Attacks in Realistic RAG Settings,N,,,,,Security,,,,"GEO/PI-survival-in-RAG re-evaluation paper; fine-tunes existing PromptGuard on new data as validation, not proposing a fundamentally new defense technique."
859,49acf1e90f335385f6f4e5fb384ce47915cdf1c3,MemTrace: Tracing and Attributing Errors in Large Language Model Memory Systems,Y,MemTrace (memory evolution graph tracing + closed-loop correction),memory,reasoning-corruption,reasoning,ML/AI,incidental,,medium,Diagnostic/attribution tool for memory failures with closed-loop automatic prompt-optimization correction; non-adversarial.
860,653ca4825ad48531899871aa40c59300b6b97823,Context Viewer: Turning LLM Contexts into Analyzable Artifacts,N,,,,,ML/AI,,,,"Context Viewer - visual analytics/observability tool, not a direct mitigation technique."
862,7a39d0ccffe0c30b98a3a4b2c1bb82bb0e8c6026,Episodic-Semantic Memory Architecture for Long-Horizon Scientific Agents,Y,Dual-Process Memory Architecture (episodic-semantic memory for scientific agents),memory,reasoning-corruption,reasoning,ML/AI,incidental,,medium,Decoupled episodic buffer + consolidated semantic memory for context-window saturation; non-adversarial.
863,4b4b030b311447a05517b0d4d1dfbf25bfa5a4e2,RS-Claw: Progressive Active Tool Exploration via Hierarchical Skill Trees for Remote Sensing Agents,Y,RS-Claw (hierarchical skill trees for remote-sensing agents),skill,reasoning-corruption,none,ML/AI,incidental,,high,Progressive active tool exploration mitigating context overload from tool registration; non-adversarial.
864,fb7d254c08e64bf3d793c837749936a7795bf9b9,CKG-RAG: Enhancing LLM Reasoning in Medical Domain Using Contextual Knowledge Graphs,Y,CKG-RAG,RAG,silent-corruption,reasoning,ML/AI,incidental,,medium,Knowledge graph + soft prompting to address lost-in-the-middle in medical RAG; technical_summary null.
865,1a5fc00c4a05e2a3177f4ed08a6aea28bfab15ca,Images in Sentences: Scaling Interleaved Instructions for Unified Visual Generation,N,,,,,ML/AI,,,,INSET - multimodal image-generation capability paper; explicitly flagged as topically outside the context-poisoning corpus focus.
866,7e6bdf1fc5a332732034a9f34de501e2c0fb737a,PRISM: Pareto-Efficient Retrieval over Intent-Aware Structured Memory for Long-Horizon Agents,Y,PRISM (Pareto-Efficient Retrieval over Intent-Aware Structured Memory),memory,reasoning-corruption,reasoning,ML/AI,incidental,,high,Note: name collision with unrelated row-758 'PRISM' (different paper/topic; flagged for dedup phase).
867,a562f07f3d017e69d2064d92e994687f2b4b2447,VideoSEAL: Mitigating Evidence Misalignment in Agentic Long Video Understanding by Decoupling Answer Authority,Y,VideoSEAL (decoupled planner-inspector),cross-modal,silent-corruption,reasoning,ML/AI,incidental,,high,Separates planning from answer authority to mitigate 'evidence misalignment' in long video QA; non-adversarial (prompt/reward pressure).
868,95bb7a742af788471295bb3bd6f12d4f6886dfa1,HAGE: Harnessing Agentic Memory via RL-Driven Weighted Graph Evolution,Y,HAGE (RL-driven weighted graph evolution),memory,reasoning-corruption,reasoning,ML/AI,incidental,,high,Query-conditioned weighted multi-relational memory graph traversal; non-adversarial retrieval-noise problem.
869,60b1976dae93efa008e2ec16262f825321beb88d,On Problems of Implicit Context Compression for Software Engineering Agents,N,,,,,ML/AI,,,,"Negative-result diagnosis paper on implicit context compression (ICAE) failure for agentic SWE tasks; explicitly does not propose a fix, only diagnoses."
870,696efe7f1d00aaec2fcdfd990344daaf0694e5b0,EgoMemReason: A Memory-Driven Reasoning Benchmark for Long-Horizon Egocentric Video Understanding,N,,,,,ML/AI,,,,"EgoMemReason - benchmark paper, no defense."
872,2f7bf36b85fd4afe2fe42e2df62bf913eef90db4,LLM-Guided Monte Carlo Tree Search over Knowledge Graphs: Composing Mechanistic Explanations for Drug-Disease Pairs,Y,TESSERA (neuro-symbolic MCTS with KG constraints),RAG,reasoning-corruption,none,ML/AI,incidental,,medium,"Restricts LLM to local discriminative judgment, KG+MCTS handle compositional reasoning; addresses LLM hallucination/'approximate omniscience' in long compositional chains; domain-specific (drug mechanism) but fits general pattern."
874,db7cc2cb222b7bf8e88a73e792bb231ca8c3f44a,TACT: Mitigating Overthinking and Overacting in Coding Agents via Activation Steering,Y,TACT (Think-Act Calibration via activation Steering),direct-input,reasoning-corruption,reasoning,ML/AI,incidental,,high,Activation-steering to detect/mitigate 'agent drift' (overthinking/overacting) in coding agents; non-adversarial.
875,a0eb8e5e54e5016131f3122a816ba872f3f5cad1,SpaMEM: Benchmarking Dynamic Spatial Reasoning via Perception-Memory Integration in Embodied Environments,N,,,,,ML/AI,,,,"SpaMEM - benchmark paper for dynamic spatial reasoning, no defense."
876,1bab99ecc468fa9d84f06e405eeacaf9bf86e76f,Mitigating Context Loss in Legal RAG: A Metadata-Aware Chunking Strategy for Hierarchical Indian Statutes,Y,Smart Indexing (metadata-aware chunking for legal RAG),RAG,silent-corruption,ingestion,ML/AI,incidental,,medium,Deterministic metadata-aware chunking/context-injection for hierarchical statutes; technical_summary null.
877,3e8fdaeca758a97fb2f91e29a065c16754c77ef6,Gated Coordination for Efficient Multi-Agent Collaboration in Minecraft Game,Y,Gated Coordination (Partitioned Information Architecture + Cost-Sensitive Gated Escalation),multi-agent,reasoning-corruption,none,ML/AI,incidental,,high,Explicitly targets 'context pollution' from unstructured multi-agent broadcast communication in Minecraft.
879,fe7d2540488c131d292afcb27f2aeef09bf5298a,GenericAgent: A Token-Efficient Self-Evolving LLM Agent via Contextual Information Density Maximization (V1.0),Y,GenericAgent (GA) - contextual information density maximization,direct-input,reasoning-corruption,ingestion,ML/AI,incidental,,high,"Self-evolving agent minimizing context bloat/attention dilution via minimal tools, hierarchical memory, SOP distillation, truncation/compression."
881,84e59205e4350c9596e4a03583fdfd114112586b,TSUBASA: Improving Long-Horizon Personalization via Evolving Memory and Self-Learning with Context Distillation,Y,TSUBASA (evolving memory + context distillation),memory,reasoning-corruption,reasoning,ML/AI,incidental,,high,Two-winged memory-writing + internalized memory-reading for long-horizon personalization; non-adversarial.
883,12f4ff7993bf9d6443339a86ab9b91d8050b93bd,MemMachine: A Ground-Truth-Preserving Memory System for Personalized AI Agents,Y,MemMachine (ground-truth-preserving memory),memory,reasoning-corruption,none,ML/AI,incidental,,high,Non-lossy episodic storage + contextualized retrieval; addresses factual-drift from LLM-based extraction.
884,454069505d79f8b20538c78591702ac4dae921df,Oblivion: Self-Adaptive Agentic Memory Control through Decay-Driven Activation,Y,Oblivion (decay-driven memory control),memory,reasoning-corruption,reasoning,ML/AI,incidental,,high,Decoupled read/write memory paths with Ebbinghaus-inspired decay; non-adversarial 'needle-in-haystack'/prompt-pollution.
885,b83cdce032b6129b594adf9b3ff3fbc00d20534b,Red-MIRROR: Agentic LLM-based Autonomous Penetration Testing with Reflective Verification and Knowledge-augmented Interaction,N,,,,,ML/AI,,,,"Red-MIRROR - offensive pentesting capability tool (SRMM + Dual-Phase Reflection improve ATTACKER agent's own reliability), not a defense against context poisoning of a victim."
886,179acbd9f0287369c32a5ddef4660801af0590bd,In-Context Molecular Property Prediction with LLMs: A Blinding Study on Memorization and Knowledge Conflicts,N,,,,,ML/AI,,,,"Blinding study on molecular property prediction memorization/knowledge conflicts; diagnostic only, no mitigation proposed."
887,e823593720cbf8dee593c3b863bd5cb385a4b856,D-Mem: A Dual-Process Memory System for LLM Agents,Y,"D-Mem (Dual-Process Memory System, Quality Gating)",memory,reasoning-corruption,reasoning,ML/AI,incidental,,high,System1/System2 dual-process memory with Multi-dimensional Quality Gating; addresses lossy-abstraction in incremental memory systems.
889,32743a56cf5a28f45d9fdf237450095b1ec9efe9,Ebbinghaus Forgetting Curve and Large Language Model Memory Management: A Cognitive Science-Driven Long-Context Enhancement Framework Design and Prospects,Y,Ebbinghaus Forgetting Curve Memory Enhancement Framework,direct-input,reasoning-corruption,reasoning,ML/AI,,,low,"Proposed cognitive-science-driven memory framework design; technical_summary/key_result null, appears to be a design/prospects paper without reported empirical results."
891,e735128608be493b73022765c49c3f12c4c91591,Structurally Aligned Subtask-Level Memory for Software Engineering Agents,Y,Structurally Aligned Subtask-Level Memory,memory,reasoning-corruption,reasoning,ML/AI,incidental,,high,"Aligns memory storage/retrieval with functional decomposition for SWE agents; addresses granularity mismatch, non-adversarial."
892,b11a1d01b7dd7624ba5f6d923b1f5ffe6b592776,Anatomy of Agentic Memory: Taxonomy and Empirical Analysis of Evaluation and System Limitations,N,,,,,ML/AI,,,,Anatomy of Agentic Memory - survey/taxonomy + diagnostic empirical paper; proposes evaluation metric ('Context Saturation Gap') but not a mitigation technique.
893,bd8a21437a217f0c0bed6d852138edd425005d8c,Hippocampus: An Efficient and Scalable Memory Module for Agentic AI,Y,Hippocampus (Dynamic Wavelet Matrix memory),memory,reasoning-corruption,none,ML/AI,incidental,,high,Compressed binary-signature + lossless token-ID memory module; addresses retrieval latency/scalability and lost-in-the-middle.
894,37d6bb36fcbac1a681bd5b6c523db14532fc6ea5,AriadneMem: Threading the Maze of Lifelong Memory for LLM Agents,Y,AriadneMem,memory,reasoning-corruption,reasoning,ML/AI,incidental,,high,"Graph-based memory with entropy-aware gating, conflict-aware coarsening, algorithmic bridge discovery; addresses disconnected evidence and state-update fragility."
895,83097c959752816e046cd3a467707ded0765834b,Evaluating Long-Horizon Memory for Multi-Party Collaborative Dialogues,N,,,,,ML/AI,,,,"EverMemBench - benchmark paper for multi-party collaborative memory, no defense."
896,a19c40320dee38dcd49a45b67e9b9c2f9a8438fd,EHR-RAG: Bridging Long-Horizon Structured Electronic Health Records and Large Language Models via Enhanced Retrieval-Augmented Generation,Y,EHR-RAG,RAG,reasoning-corruption,none,ML/AI,incidental,,high,Event/time-aware hybrid retrieval + adaptive iterative retrieval + dual-path evidence reasoning for long-horizon EHR; addresses truncation/vanilla-RAG info loss.
898,0d6a464d5cb4cbec81e8ea6941585266c34d8c09,Textual Equilibrium Propagation for Deep Compound AI Systems,Y,TEP (Textual Equilibrium Propagation),multi-agent,reasoning-corruption,reasoning,ML/AI,incidental,,high,Local learning principle mitigating exploding/vanishing textual gradient in deep compound AI systems.
899,eb88b424031e79f8e9ef61f2000f2abcd95589d3,MetaMem: Evolving Meta-Memory for Knowledge Utilization through Self-Reflective Symbolic Optimization,Y,MetaMem (self-evolving meta-memory),memory,reasoning-corruption,reasoning,ML/AI,incidental,,high,Self-reflective symbolic optimization teaching LLM how to utilize fragmented memory; non-adversarial.
900,a2c32e9b0c807aeb9c147707a96aba15474294ef,"From Transcripts to AI Agents: Knowledge Extraction, RAG Integration, and Robust Evaluation of Conversational AI Assistants",Y,Governed Execution (modular prompt orchestration for RAG-grounded call-center agents),RAG,reasoning-corruption,none,Security,both,,high,Progressive prompt-orchestration strategies; tested vs benign out-of-scope/out-of-context (incidental-ish/capability) AND explicit adversarial PI/instruction-contradiction red-teaming.
901,894af73fb679f95ea1a36eb6bad300bfb80566fa,CodeDelegator: Mitigating Context Pollution via Role Separation in Code-as-Action Agents,Y,CodeDelegator (role separation via Delegator/Coder agents + EPSS),direct-input,silent-corruption,execution,ML/AI,incidental,,high,Explicitly titled 'Mitigating Context Pollution via Role Separation'; non-adversarial self-inflicted debugging-trace pollution.
902,9211f5e2e3c9bddd21a3fde10b946b9638352c4b,Grounding Agent Memory in Contextual Intent,Y,STITCH (Structured Intent Tracking in Contextual History),memory,reasoning-corruption,reasoning,ML/AI,incidental,,high,Contextual-intent indexing to reduce context-mismatched retrieval; non-adversarial.
903,68a888694cd9264daec2d314671852a6a0208af9,Chain-of-Memory: Lightweight Memory Construction with Dynamic Evolution for LLM Agents,Y,CoM (Chain-of-Memory) - Dynamic Memory Chain Evolution + Adaptive Truncation,memory,reasoning-corruption,reasoning,ML/AI,incidental,,high,Lightweight construction + sophisticated utilization for agent memory; non-adversarial reasoning bottleneck.
904,fa6afa1b821c74ea098f81cd38de5abd04874143,Active Context Compression: Autonomous Memory Management in LLM Agents,Y,Focus (slime-mold-inspired active context compression),direct-input,reasoning-corruption,ingestion,ML/AI,incidental,,high,"Agent-controlled context pruning/consolidation for SWE-bench; addresses 'Context Bloat', non-adversarial."
905,eb76537f7195b0bae885bf181b73d2948c0755fd,StackPlanner: A Centralized Hierarchical Multi-Agent System with Task-Experience Memory Management,Y,StackPlanner,multi-agent,reasoning-corruption,none,ML/AI,incidental,,high,Hierarchical multi-agent framework with RL-optimized task-memory REVISE actions + experience memory; addresses context bloat/error accumulation.
906,458b97d8adb6f76e57903563a9ff92fef7fce486,MAGMA: A Multi-Graph based Agentic Memory Architecture for AI Agents,Y,MAGMA (Multi-Graph Agentic Memory Architecture),memory,reasoning-corruption,reasoning,ML/AI,incidental,,high,"Orthogonal semantic/temporal/causal/entity graphs with policy-guided traversal; non-adversarial (LoCoMo 'Adversarial' category = distractor questions, not security)."
907,db97b0581b1d60c1ad41428fe9950398bf987b60,EverMemOS: A Self-Organizing Memory Operating System for Structured Long-Horizon Reasoning,Y,EverMemOS,memory,reasoning-corruption,reasoning,ML/AI,incidental,,high,"Engram-inspired self-organizing memory OS; addresses fragmented/unconsolidated memory, non-adversarial."
909,3541d9bffcf0a0e56f94e87752b32e065d690420,Automated Penetration Testing with LLM Agents and Classical Planning,N,,,,,ML/AI,,,,"CHECKMATE/Classical Planning+ - offensive pentesting capability paper improving attacker agent's own long-horizon planning coherence, not a defense against context poisoning of a victim."
910,d128557bbd9330a3f0a62eb47e2a47dbb0df849b,Rhea: Role-aware Heuristic Episodic Attention for Conversational LLMs,Y,Rhea (Role-aware Heuristic Episodic Attention),direct-input,reasoning-corruption,reasoning,ML/AI,incidental,,high,Decoupled Instructional/Episodic memory mitigating 'cumulative contextual decay' in multi-turn dialogue.
911,d3c9e1b9a6f4847efd8fd382fdb36e6a7536f655,Chain-of-Memory: Taming Hallucinations in Million-Token Models with Verifiable Retrieval and Causal Tracing,Y,Chain-of-Memory (CoM) - verifiable retrieval + causal tracing,direct-input,silent-corruption,reasoning,ML/AI,incidental,,medium,Distinct paper from row-903's differently-designed 'CoM'; name collision flagged for dedup. Reduces hallucination in million-token models via memory-anchored reasoning; technical_summary null.
913,67847ce6b93911d8688388201e69cf291d8cfc8d,A Simple Yet Strong Baseline for Long-Term Conversational Memory of LLM Agents,Y,EMem / EMem-G (event-centric elementary discourse unit memory),memory,reasoning-corruption,none,ML/AI,incidental,,high,Non-compressive event-centric memory representation for long-term conversational QA.
914,39bb5c87b4e4c9f95eab41c9a039a1b129b81677,"ENGRAM: Effective, Lightweight Memory Orchestration for Conversational Agents",Y,ENGRAM (typed memory + dense retrieval),memory,reasoning-corruption,none,ML/AI,incidental,,high,Lightweight three-canonical-type memory router; rejects complex architectures.
915,1aae24f958ecadab48113d1257352ce229ace391,Tagging-Augmented Generation: Assisting Language Models in Finding Intricate Knowledge In Long Contexts,Y,TAG (Tagging-Augmented Generation),direct-input,reasoning-corruption,ingestion,ML/AI,incidental,,high,"Lightweight semantic tagging of long-context documents to mitigate attention degradation, RAG-free alternative."
916,dc7a4814b8dd0b6d3db3f895b14152c1df6064c9,ReCAP: Recursive Context-Aware Reasoning and Planning for Large Language Model Agents,Y,ReCAP (Recursive Context-Aware Reasoning and Planning),direct-input,reasoning-corruption,reasoning,ML/AI,incidental,,high,Hierarchical prompting w/ structured re-injection of parent plans; addresses context drift in long-horizon agents.
918,2aa22206048ff82676d0428b5c8d0d48cafbda62,A State-Update Prompting Strategy for Efficient and Robust Multi-turn Dialogue,Y,State-Update Multi-turn Dialogue Strategy,direct-input,reasoning-corruption,reasoning,ML/AI,incidental,,high,State Reconstruction + History Reminder training-free prompt strategy; addresses recency-bias 'forgetting phenomenon'.
921,9df0947ec8a14c43e69f3b72ece5e9af2b8e8215,Memory-R1: Enhancing Large Language Model Agents to Manage and Utilize Memories via Reinforcement Learning,Y,Memory-R1,memory,reasoning-corruption,reasoning,ML/AI,incidental,,high,RL-trained Memory Manager + Answer Agent (memory distillation); non-adversarial.
922,c98b22964aea62c73cd7e330496b07191425da96,SafeSieve: From Heuristics to Experience in Progressive Pruning for LLM-based Multi-Agent Communication,Y,SafeSieve,multi-agent,reasoning-corruption,ingestion,Security,both,,high,Progressive multi-agent communication pruning; primarily efficiency (incidental) but explicitly tested vs malicious-agent injection/PI robustness (adversarial).
924,c0d601d453fb4b8b7bebf587f166b1f5f7b06985,Divide and summarize: improve SLM text summarization,N,,,,,ML/AI,,,,"Divide-and-summarize (Map vs Stuff) - applies existing established summarization techniques, not a novel proposed technique."
925,719089f4a546d74b4b8ec6bcdac5dfd8dd4391da,RADIANT: Retrieval AugmenteD entIty-context AligNmenT - Introducing RAG-ability and Entity-Context Divergence,Y,"RADIANT (DPO-ECD, Entity-Context Divergence alignment)",RAG,silent-corruption,none,ML/AI,incidental,,high,"DPO extended with ECD alignment loss for faithful RAG evidence integration; non-adversarial (limitations note future adversarial-risk concern, not tested)."
926,ab683c941931da5c6351679cb346e4d1ad5b63f4,Resisting Contextual Interference in RAG via Parametric-Knowledge Reinforcement,Y,Knowledgeable-R1,RAG,silent-corruption,reasoning,ML/AI,incidental,,high,"RL framework resisting contextual interference via parametric-knowledge reinforcement; 'adversarial' scenario = counterfactual/incorrect retrieval, explicitly non-security threat model."
927,d16afc58d0e71d287893e1d137af37472b5fe23a,"Beyond Needle(s) in the Embodied Haystack: Environment, Architecture, and Training Considerations for Long Context Reasoning",N,,,,,ML/AI,,,,Infini-THOR - primarily a benchmark/framework paper for embodied long-context; architectural adaptations explored/compared rather than a singular proposed novel defense technique.
928,e06dda96ce8beac38be7d503faf18bb07051d340,"RAG-Modulo: Solving Sequential Tasks using Experience, Critics, and Language Models",Y,RAG-Modulo,RAG,reasoning-corruption,none,ML/AI,incidental,,high,Memory of past interactions + critics for LLM-based robotic decision-making; non-adversarial.
929,8fbbfece62a5d9dcb4e5bc7478c72b31e3ef80d6,Manufacturing Domain QA with Integrated Term Enhanced RAG,Y,ITEM (Integrated Term Enhancement Methodology),RAG,silent-corruption,none,ML/AI,incidental,,medium,Term-dictionary retrieval enhancement addressing lost-in-the-middle in manufacturing RAG; technical_summary null.
930,7f94b69cac02fdd113385950297fcdbfbe3413ee,"Robust Pronoun Fidelity with English LLMs: Are they Reasoning, Repeating, or Just Biased?",N,,,,,ML/AI,,,,"Robust Pronoun Fidelity (RUFF) - diagnostic/benchmark paper on pronoun bias/distraction, no mitigation proposed."
931,ce78107fa37f1117da5734eea3ed44952a318611,Blinded by Generated Contexts: How Language Models Merge Generated and Retrieved Contexts When Knowledge Conflicts?,N,,,,,ML/AI,,,,'Blinded by Generated Contexts' - diagnostic/analysis paper; explicitly no proposed defense compared.
932,1ad735714ad2e4ee5b94ce26c976e5ee5c7cde3b,Scalable Multi-Robot Collaboration with Large Language Models: Centralized or Decentralized Systems?,Y,HMAS-2 (Hybrid Multi-Agent System with feedback re-planning),multi-agent,reasoning-corruption,none,ML/AI,incidental,,high,Hybrid centralized/decentralized communication framework mitigating context dilution in multi-robot planning.
933,048e0a6fa601f6f87865a054f1dca95b2e28e51d,Memory Sandbox: Transparent and Interactive Memory Management for Conversational Agents,Y,Memory Sandbox (user-controlled memory objects),memory,reasoning-corruption,reasoning,ML/AI,,,low,Design probe/HCI tool for transparent memory management; explicitly no quantitative evaluation performed.
934,eaa7853facb9b49444b48a96192cb4be66b62671,Synapse: Trajectory-as-Exemplar Prompting with Memory for Computer Control,Y,Synapse (trajectory-as-exemplar prompting + exemplar memory),memory,reasoning-corruption,none,ML/AI,incidental,,high,State abstraction + trajectory-as-exemplar ICL + exemplar memory for computer control agents.
935,1bb6703e03c66fc8591d05cf1d2797a0b01757b7,Alleviating Contextual Misguidance: Response-Aware Prompt Compression for Long-Context Question Answering,Y,LOOC (Leave-One-Out Compression),direct-input,silent-corruption,ingestion,ML/AI,incidental,,medium,Response-aware prompt compression addressing 'contextual misguidance'/lost-in-the-middle; technical_summary null.
936,52ce4b28ac27bc2108cdf2b54b67a0cb560475f2,Cognitive Scaffold: From Fluid Context to Crystallized Memory for Long-Horizon DeepResearch Agents,Y,Cognitive Scaffold,memory,reasoning-corruption,reasoning,ML/AI,incidental,,medium,Factorized memory (Fluid Working Context + Knowledge Graph) with RFT crystallization pipeline; addresses context-noise trade-off; technical_summary null.
937,6e5fce29cbd9db7f1053b310df253b6b4b3c2991,Mitigate Position Bias in LLMs via Scaling a Single Hidden States Channel,Y,Positional Hidden State Scaling (position bias mitigation),direct-input,reasoning-corruption,reasoning,ML/AI,incidental,,medium,Scales a single hidden-states channel to mitigate lost-in-the-middle position bias; technical_summary null.
938,0c84a69b9201635a311e18673a2a281568e0fa01,MEMORA: Embodied Action Memory from Egocentric Videos for Reasoning and Planning,Y,MEMORA (Embodied Action Memory),cross-modal,reasoning-corruption,none,ML/AI,incidental,,high,Formation-consolidation-retrieval lifecycle with typed memory stores for embodied robot planning.
939,2570b96ef56f7949fc84292cd3bd02e453e65fb9,Directional Attractors in LLM Reasoning: How Similarity Retrieval Steers Iterative Summarization Based Reasoning,Y,InftyThink with Cross-Chain Memory (semantic lemma retrieval),direct-input,reasoning-corruption,none,ML/AI,incidental,,low,Embedding-based semantic cache extension; explicitly shown to help in homogeneous domains but HURT in heterogeneous domains (GPQA) - mixed/negative results undermine clean 'defense' framing.
940,3ba1322e1f7a457c1885df5aecc39c80528313d3,Cache What Lasts: Token Retention for Memory-Bounded KV Cache in LLMs,Y,TRIM-KV,direct-input,reasoning-corruption,ingestion,ML/AI,incidental,,high,Learned retention-gate KV-cache eviction; addresses premature eviction of important tokens.
941,02a48e14375b6fa7dac43d6a3a205a51ae998f17,FocusAgent: Simple Yet Effective Ways of Trimming the Large Context of Web Agents,Y,FocusAgent / DefenseFocusAgent,tool-output,reasoning-corruption,ingestion,Security,both,,high,LLM-retriever AxTree pruning; efficiency (incidental) AND explicit security defense vs DoomArena banner/popup PI attacks (adversarial).
943,b7ba9df4eb239708cf48f25be87b5bceeca010e3,Taming Knowledge Conflicts in Language Models,Y,JUICE (Just Run Twice),direct-input,silent-corruption,reasoning,ML/AI,incidental,,high,Dual-run attention-head intervention resolving CP-superposition in knowledge conflicts; non-adversarial.
944,85dcdc3c6d6674e21a569c158eed8055bed4b19a,SUGAR: Leveraging Contextual Confidence for Smarter Retrieval,Y,SUGAR (Semantic Uncertainty Guided Adaptive Retrieval),RAG,silent-corruption,reasoning,ML/AI,incidental,,high,Semantic-entropy-based adaptive retrieval triggering; non-adversarial.
946,10f829a80a7ee0cdb16307f04e206133d75f81da,Adaptive Chameleon or Stubborn Sloth: Revealing the Behavior of Large Language Models in Knowledge Conflicts,N,,,,,ML/AI,,,,"'Adaptive Chameleon or Stubborn Sloth' - diagnostic/behavioral analysis paper on knowledge conflicts, no mitigation proposed."
948,40ea97427c4750b1dee547f6c7b433733a80c38c,Still: Amortized KV Cache Compaction in a Single Forward Pass,Y,"Still (amortized KV cache compaction, Perceiver-based)",direct-input,reasoning-corruption,ingestion,ML/AI,incidental,,high,Trained-once per-layer Perceiver compactor combining expressiveness+amortization.
949,ee92a75f7d4e09d5138a6ff437b58dac04043cbe,Exploring Cross-Scenario Generality of Agentic Memory Systems: Diagnostics and a Strong Baseline,Y,AutoMEM,memory,reasoning-corruption,none,ML/AI,incidental,,high,"Agentic memory harness with self-managed tool interface, plan-execute-judge loop."
950,347650ce5f3201f54e13f193e2b614b6a21dec1c,Language Models Need Sleep: Learning to Self-Modify and Consolidate Memories,Y,Sleep paradigm (Memory Consolidation + Dreaming),memory,reasoning-corruption,reasoning,ML/AI,incidental,,medium,"Continual-learning consolidation/rehearsal paradigm; addresses catastrophic forgetting, borderline relevance to context-poisoning framing but fits broader Track ML/AI incidental-degradation pattern."
951,646defbd740313a62d454d986c1411b03ef6de26,Periodic RoPE for Infinite Context LLMs,Y,P-RoPE / MiniWin (Periodic RoPE),direct-input,reasoning-corruption,reasoning,ML/AI,incidental,,high,Positional encoding mechanism avoiding 'position exhaustion' for infinite context.
953,1eb03921bccef3ac3d07f867c4cadad6efce3ebe,MemFail: Stress-Testing Failure Modes of LLM Memory Systems,N,,,,,ML/AI,,,,"MemFail - diagnostic benchmark for memory system failure modes, no mitigation proposed; explicitly distinguishes benign failures from adversarial injection."
954,8539c9fe2bc5320a8c1f84e01c709fcca0389e94,Memory in the LLM Era: Modular Architectures and Strategies in a Unified Framework,Y,UNNAMED: Tree-based + hierarchical storage combined memory method (Memory in LLM Era unified framework),memory,reasoning-corruption,none,ML/AI,incidental,MemTree/MemOS + MemoryOS,medium,New memory method as byproduct of comparative survey/benchmark analysis; outperforms SOTA baselines.
957,94e27f0b99372e133122755c42cb96db5b04e47f,"Graph-based Agent Memory: Taxonomy, Techniques, and Applications",N,,,,,ML/AI,,,,"Graph-based Agent Memory - pure taxonomy/survey paper, no new technique proposed."
959,904a2c2ec156575c2d5a691fde982f479c0ae2b2,Fine-Mem: Fine-Grained Feedback Alignment for Long-Horizon Memory Management,Y,Fine-Mem (Chunk-level Step Reward + Evidence-Anchored Reward Attribution),memory,reasoning-corruption,reasoning,ML/AI,incidental,,high,Dense process-supervision RL framework for memory managers; addresses reward sparsity.
960,4e368119b5b8e809062d9da09b24941c705f9236,FlashMem: Distilling Intrinsic Latent Memory via Computation Reuse,Y,FlashMem,memory,reasoning-corruption,none,ML/AI,incidental,,high,Shared-KV Consolidator + Cognitive Monitor for latent memory distillation; addresses architectural segregation/redundancy.
962,4ed17f7e993359213a481000725cbaddf50624e8,"Memory in Large Language Models: Mechanisms, Evaluation and Evolution",N,,,,,ML/AI,,,,"Memory in LLMs (Mechanisms, Evaluation, Evolution) - conceptual framework/survey with DMM-Gov governance protocol; no empirical validation of a specific technique."
963,75bd9e32591e367259d4f91f7611212e892adb23,Can Retrieval Heads See Images? Multimodal Retrieval Heads in Long-Context Vision-Language Models,N,,,,,ML/AI,,,,"Multimodal retrieval heads interpretability paper; downstream retrieval application is emergent finding, not a purpose-built defense against context degradation."
964,372a3b02da59e7e3cb1bbc7a34516d057585d11d,SEC-bench Pro: Can Language Models Solve Long-Horizon Software Security Tasks?,N,,,,,ML/AI,,,,"SEC-bench Pro - offensive vulnerability-discovery benchmark, no defense."
965,4bc97dba841ff291ef59c77dc8b2b053366d79ff,Free(): Learning to Forget in Malloc-Only Reasoning Models,Y,Free()LM (Free-Module LoRA adapter),direct-input,reasoning-corruption,reasoning,ML/AI,incidental,,high,Self-forgetting capability for reasoning models addressing 'malloc-only' context accumulation.
967,d588dd2028336d8b62cb5bebbecfa105ab5d5d82,Multi$^2$: Hierarchical Multi-Agent Decision-Making with LLM-Based Agents in Interactive Environments,Y,Multi2 (hierarchical multi-agent decision-making),multi-agent,reasoning-corruption,none,ML/AI,incidental,,high,System1/System2 role decomposition mitigating 'objective drift' in long-horizon agents.
968,6928b524b564275fc7855a953d78677d3e66f092,LLMON: An LLM-native Markup Language to Leverage Structure and Semantics at the LLM Interface,Y,LLMON (LLM Object Notation),direct-input,reasoning-corruption,ingestion,Security,adversarial,,medium,"LLM-native markup language for instruction/data separation; explicitly designed and demonstrated as PI defense (Distractor benchmark, not full red-team)."
