row,paper_id,title,decision,reason
886,179acbd9f0287369c32a5ddef4660801af0590bd,In-Context Molecular Property Prediction with LLMs: A Blinding Study on Memorization and Knowledge Conflicts,INCLUDE,"studies context-vs-parametric knowledge conflict, matches Track B cluster"
888,c416a51c131934aa4d28728f7b316750d9a328aa,PowerDAG: Supervisory Agentic AI System for Automating Distribution Grid Analysis,EXCLUDE,"power-grid engineering agentic-workflow paper, unrelated"
890,691add2cc931312842ce3f95b115fc071bc7f91f,Adaptive RAN Slicing Control via Reward-Free Self-Finetuning Agents,EXCLUDE,"6G RAN-slicing control paper, context-window only background motivation"
897,1003c1cd3167a95a1de6e04739f38be28c38cf6c,Why Reasoning Fails to Plan: A Planning-Centric Analysis of Long-Horizon Decision Making in LLM Agents,EXCLUDE,planning-mechanism theoretical analysis (greedy vs lookahead)
908,0a9eac2f8cff2d889fbbc1869059cb3a266ec57a,CaveAgent: Transforming LLMs into Stateful Runtime Operators,EXCLUDE,stateful runtime tool-use architecture; context-drift reduction is a side benefit
912,8ce553ab0a8732824879eab9916cb8d583911e2a,"SABER: Small Actions, Big Errors - Safeguarding Mutating Steps in LLM Agents",EXCLUDE,"action-level failure-analysis study, not about context degradation"
917,7ff05b139253d8c14c10cf4f5b8f832828839065,KORMo: Korean Open Reasoning Model for Everyone,EXCLUDE,"Korean foundation-model pretraining paper, model-collapse is training-time"
919,e97c4f65be67fa768b0a62ace3962471b45db4bd,RAFFLES: Reasoning-based Attribution of Faults for LLM Systems,EXCLUDE,"fault-attribution diagnostic methodology, not centered on context degradation"
920,d012770866b46856d24fba0e930bc87a069522c8,Learning When to Plan: Efficiently Allocating Test-Time Compute for LLM Agents,EXCLUDE,test-time-compute planning-allocation capability paper
923,e7ef85e0da47ca07975c39f7444b8159ab1d1451,Triple-S: A Collaborative Multi-LLM Framework for Solving Long-Horizon Implicative Tasks in Robotics,EXCLUDE,"robotics instruction-implication framework, unrelated to context contamination"
924,c0d601d453fb4b8b7bebf587f166b1f5f7b06985,Divide and summarize: improve SLM text summarization,INCLUDE,directly studies Lost-in-the-Middle mitigation via Map-Reduce summarization
927,d16afc58d0e71d287893e1d137af37472b5fe23a,"Beyond Needle(s) in the Embodied Haystack: Environment, Architecture, and Training Considerations for Long Context Reasoning",INCLUDE,extends needle-in-haystack to embodied multimodal long-context reasoning
930,7f94b69cac02fdd113385950297fcdbfbe3413ee,"Robust Pronoun Fidelity with English LLMs: Are they Reasoning, Repeating, or Just Biased?",INCLUDE,"distractor-sentence-induced failure study, parallels distracted-by-context pattern"
939,2570b96ef56f7949fc84292cd3bd02e453e65fb9,Directional Attractors in LLM Reasoning: How Similarity Retrieval Steers Iterative Summarization Based Reasoning,INCLUDE,studies context-window pollution and retrieval-induced degradation
942,cd49fc2975eba2abc4c5302ec4f43020d0e13e54,STEP Planner: Constructing cross-hierarchical subgoal tree as an embodied long-horizon task planner,EXCLUDE,embodied robotic planner; 'contextual gap' is background motivation not core eval
945,d0ed1582b85cf7829d287b1e59c5483e9204bfb2,KCIF: Knowledge-Conditioned Instruction Following,EXCLUDE,"knowledge/instruction-following interaction benchmark, not context degradation"
947,ff84a80adb726c69a7e40e6b9c6da708f7cc0e2b,GigaWorld-1: A Roadmap to Build World Models for Robot Policy Evaluation,EXCLUDE,"robotic world-model evaluation benchmark, unrelated to context contamination"
952,b2432a7626bd0a4e1f427a59e32b87f75b67204e,The MiniMax-M2 Series: Mini Activations Unleashing Max Real-World Intelligence,EXCLUDE,"general MoE foundation-model technical report, not context degradation"
955,815bcd5e3b256e895ab8cf0bf0efe1b6272652d4,Understanding by Reconstruction: Reversing the Software Development Process for LLM Pretraining,EXCLUDE,"pretraining-data synthesis paper for code models, training-time not runtime"
956,fc43f97dcdc742520da54ec1c08d7248b7892311,Limited Reasoning Space: The cage of long-horizon reasoning in LLMs,EXCLUDE,"test-time-compute reasoning-collapse study, not centrally context-length degradation"
958,1f558e9bde746971dea6ff3d8267fe1d33ca2e5a,Towards Long-Horizon Interpretability: Efficient and Faithful Multi-Token Attribution for Reasoning LLMs,EXCLUDE,"attribution-method interpretability paper, evaluated on NIAH but not itself a degradation study"
961,36d2ac0e4913ecc0fe4e7f223590850f68f4b0d3,SkyRL-Agent: Efficient RL Training for Multi-turn LLM Agent,EXCLUDE,"RL training-infrastructure framework for agents, not context degradation"
966,50b59143bf3469f082b2308fa394bb6d55091a41,Interactive Task Planning with Language Models,EXCLUDE,"robotics interactive task-planning framework, unrelated"
970,7325ae2ea64e108e3469f0a86178625cc3de0f95,ATPO: Adaptive Tree Policy Optimization for Multi-Turn Medical Dialogue,EXCLUDE,RL training algorithm for medical dialogue agents
973,c1924c48a72cb283f0ee149bc5252796cb38e37f,Solar Open 2 Technical Report,EXCLUDE,foundation-model technical report; long context is a capacity feature
975,9b180665463ee9eca4a85b3d146fc00d0f159149,From Question Answering to Task Completion: A Survey on Agent System and Harness Design,EXCLUDE,"broad survey of agent harness/architecture design, not centrally context contamination"
977,4a4aadc2fd2796b22e29671a6d8b429a12fe2a89,"Nanbeige4.1-3B: A Small General Model that Reasons, Aligns, and Acts",EXCLUDE,"small-model technical report, general capability benchmarking"
982,f69a05973e40f0b3a712cd96cf0a3f39cb3b926f,MAP: A Map-then-Act Paradigm for Long-Horizon Interactive Agent Reasoning,EXCLUDE,"embodied interactive-agent planning-paradigm paper, not context degradation"
985,4c8f3f6ac4c9e15fa6f179d8c4a195a19a37189d,On Training Large Language Models for Long-Horizon Tasks: An Empirical Study of Horizon Length,EXCLUDE,"RL training-dynamics study isolating horizon length, not context-quality"
993,dc491963de5b0e69b10094092753f010c3f72977,Deep Research Agents: A Systematic Examination And Roadmap,EXCLUDE,"broad survey of Deep Research agent system design, not centrally contamination"
994,60c9fbcba72112937aba067ead90727f43108634,KScope: A Framework for Characterizing the Knowledge Status of Language Models,INCLUDE,"directly studies LLM knowledge-conflict characterization, matches Track B"
997,2149a5de36bd8d1fb9241a571632d77514b6cc2c,UniKnow: A Unified Framework for Reliable Language Model Behavior across Parametric and External Knowledge,INCLUDE,directly studies parametric-vs-retrieved knowledge conflict for RAG
1005,efed9ee3578c027bf52f41abaa167931698ebe26,A Causal View of Entity Bias in (Large) Language Models,EXCLUDE,"entity-bias causal-mitigation study on encoder models, not RAG/agent-specific"
